"Status","Year","Profession_of_post","Age","Parent_department","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2022","Communications","20-29","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","20-29","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","20-29","Department for Education","40","40","[c]","[c]"
"New entrant CS","2022","Communications","20-29","Department for Environment, Food and Rural Affairs","40","30","[c]","[c]"
"New entrant CS","2022","Communications","20-29","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","20-29","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","20-29","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","20-29","Department of Health and Social Care","60","50","29160","27270"
"New entrant CS","2022","Communications","20-29","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","20-29","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","20-29","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","20-29","Home Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","20-29","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","20-29","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","20-29","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","20-29","Northern Ireland Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","20-29","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","20-29","Office of Rail and Road","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","20-29","Office of the Secretary of State for Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","20-29","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","20-29","The National Archives","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","20-29","UK Export Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","20-29","UK Statistics Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","20-29","UK Supreme Court","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","20-29","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","20-29","Welsh Government","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","30-39","Charity Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","30-39","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","30-39","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","30-39","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","30-39","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","30-39","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","30-39","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","30-39","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","30-39","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","30-39","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","30-39","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","30-39","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","30-39","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","30-39","Home Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","30-39","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","30-39","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","30-39","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","30-39","Northern Ireland Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","30-39","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","30-39","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","30-39","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","30-39","Office of Rail and Road","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","30-39","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","30-39","The National Archives","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","30-39","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","30-39","Welsh Government","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","40-49","Cabinet Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","40-49","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","40-49","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","40-49","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","40-49","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","40-49","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","40-49","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","40-49","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","40-49","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","40-49","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","40-49","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","40-49","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","40-49","Home Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","40-49","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","40-49","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","40-49","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","40-49","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","40-49","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","40-49","Office of Rail and Road","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","40-49","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","40-49","UK Export Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","40-49","Welsh Government","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","50-59","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","50-59","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","50-59","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","50-59","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","50-59","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","50-59","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","50-59","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","50-59","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","50-59","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","50-59","Northern Ireland Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","50-59","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","50-59","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","50-59","Office of Rail and Road","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","50-59","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","50-59","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","50-59","UK Export Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","50-59","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","60-64","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","60-64","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","60-64","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","65+","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Corporate Finance","20-29","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Corporate Finance","20-29","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Corporate Finance","20-29","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Corporate Finance","30-39","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Corporate Finance","30-39","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Corporate Finance","30-39","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Corporate Finance","30-39","UK Statistics Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Corporate Finance","40-49","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Corporate Finance","40-49","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Corporate Finance","40-49","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Corporate Finance","40-49","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Corporate Finance","50-59","UK Statistics Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Corporate Finance","50-59","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","16-19","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","20-29","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","20-29","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","20-29","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","20-29","Department for Work and Pensions","220","220","25590","26340"
"New entrant CS","2022","Counter Fraud","30-39","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","30-39","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","30-39","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","30-39","Department for Work and Pensions","190","180","26280","27570"
"New entrant CS","2022","Counter Fraud","30-39","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","40-49","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","40-49","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","40-49","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","40-49","Department for Work and Pensions","130","120","26500","27570"
"New entrant CS","2022","Counter Fraud","40-49","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","50-59","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","50-59","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","50-59","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","50-59","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","50-59","Department for Work and Pensions","90","90","26300","27570"
"New entrant CS","2022","Counter Fraud","50-59","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","60-64","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","60-64","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","65+","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","65+","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","16-19","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","16-19","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","16-19","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","16-19","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","16-19","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","16-19","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","16-19","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","16-19","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","16-19","UK Statistics Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","20-29","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","20-29","Cabinet Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","20-29","Charity Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","20-29","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","20-29","Department for Business, Energy and Industrial Strategy","90","90","23330","22470"
"New entrant CS","2022","Digital, Data and Technology","20-29","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","20-29","Department for Education","80","80","32420","29360"
"New entrant CS","2022","Digital, Data and Technology","20-29","Department for Environment, Food and Rural Affairs","70","70","33100","29180"
"New entrant CS","2022","Digital, Data and Technology","20-29","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","20-29","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","20-29","Department for Transport","30","30","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","20-29","Department for Work and Pensions","120","120","33170","29360"
"New entrant CS","2022","Digital, Data and Technology","20-29","Department of Health and Social Care","50","40","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","20-29","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","20-29","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","20-29","HM Land Registry","30","30","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","20-29","HM Revenue and Customs","150","150","32430","33080"
"New entrant CS","2022","Digital, Data and Technology","20-29","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","20-29","Home Office","80","80","34530","30820"
"New entrant CS","2022","Digital, Data and Technology","20-29","Ministry of Defence","60","60","27810","26350"
"New entrant CS","2022","Digital, Data and Technology","20-29","Ministry of Justice","50","50","34020","34260"
"New entrant CS","2022","Digital, Data and Technology","20-29","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","20-29","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","20-29","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","20-29","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","20-29","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","20-29","The National Archives","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","20-29","UK Export Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","20-29","UK Statistics Authority","50","50","27380","23880"
"New entrant CS","2022","Digital, Data and Technology","20-29","UK Supreme Court","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","20-29","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","20-29","Welsh Government","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","30-39","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","30-39","Cabinet Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","30-39","Chancellor's other departments","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","30-39","Charity Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","30-39","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","30-39","Department for Business, Energy and Industrial Strategy","40","40","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","30-39","Department for Education","70","70","40430","36500"
"New entrant CS","2022","Digital, Data and Technology","30-39","Department for Environment, Food and Rural Affairs","70","70","40350","38750"
"New entrant CS","2022","Digital, Data and Technology","30-39","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","30-39","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","30-39","Department for Transport","50","50","35930","30730"
"New entrant CS","2022","Digital, Data and Technology","30-39","Department for Work and Pensions","120","120","41470","38500"
"New entrant CS","2022","Digital, Data and Technology","30-39","Department of Health and Social Care","40","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","30-39","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","30-39","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","30-39","HM Revenue and Customs","90","90","34710","33080"
"New entrant CS","2022","Digital, Data and Technology","30-39","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","30-39","Home Office","60","60","46140","43540"
"New entrant CS","2022","Digital, Data and Technology","30-39","Ministry of Defence","50","50","31810","30650"
"New entrant CS","2022","Digital, Data and Technology","30-39","Ministry of Justice","70","70","44560","41750"
"New entrant CS","2022","Digital, Data and Technology","30-39","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","30-39","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","30-39","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","30-39","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","30-39","Office of Rail and Road","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","30-39","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","30-39","The National Archives","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","30-39","UK Export Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","30-39","UK Statistics Authority","40","40","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","30-39","UK Supreme Court","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","30-39","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","30-39","Welsh Government","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","40-49","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","40-49","Cabinet Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","40-49","Charity Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","40-49","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","40-49","Department for Business, Energy and Industrial Strategy","40","40","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","40-49","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","40-49","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","40-49","Department for Environment, Food and Rural Affairs","80","80","42910","43430"
"New entrant CS","2022","Digital, Data and Technology","40-49","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","40-49","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","40-49","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","40-49","Department for Work and Pensions","90","90","43840","40670"
"New entrant CS","2022","Digital, Data and Technology","40-49","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","40-49","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","40-49","HM Revenue and Customs","50","50","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","40-49","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","40-49","Home Office","60","60","53840","55000"
"New entrant CS","2022","Digital, Data and Technology","40-49","Ministry of Defence","40","40","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","40-49","Ministry of Justice","40","40","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","40-49","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","40-49","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","40-49","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","40-49","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","40-49","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","40-49","The National Archives","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","40-49","UK Export Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","40-49","UK Statistics Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","40-49","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","40-49","Welsh Government","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","50-59","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","50-59","Cabinet Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","50-59","Chancellor's other departments","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","50-59","Charity Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","50-59","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","50-59","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","50-59","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","50-59","Department for Environment, Food and Rural Affairs","40","40","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","50-59","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","50-59","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","50-59","Department for Work and Pensions","50","50","45170","52000"
"New entrant CS","2022","Digital, Data and Technology","50-59","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","50-59","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","50-59","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","50-59","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","50-59","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","50-59","Home Office","40","40","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","50-59","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","50-59","Ministry of Justice","30","30","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","50-59","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","50-59","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","50-59","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","50-59","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","50-59","The National Archives","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","50-59","UK Export Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","50-59","UK Statistics Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","50-59","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","60-64","Charity Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","60-64","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","60-64","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","60-64","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","60-64","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","60-64","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","60-64","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","60-64","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","60-64","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","60-64","Home Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","60-64","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","60-64","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","60-64","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","60-64","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","65+","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
