"Status","Year","Organisation","Region_ITL1","Disability","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","North East (England)","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","North East (England)","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","North East (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","North West (England)","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","North West (England)","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","North West (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Scotland","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Scotland","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Scotland","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","South East (England)","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","South East (England)","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","South East (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","South West (England)","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","South West (England)","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","South West (England)","Unknown","40","40","[c]","[c]"
"Leaver Dept.","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Wales","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Wales","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Wales","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","West Midlands (England)","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","West Midlands (England)","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","West Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Yorkshire and The Humber","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Yorkshire and The Humber","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Yorkshire and The Humber","Unknown","40","40","[c]","[c]"
"Leaver Dept.","2021","Department for International Development","London","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for International Development","London","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for International Development","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for International Development","Overseas","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for International Development","Overseas","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for International Development","Scotland","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for International Development","Scotland","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for International Development","Scotland","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for International Development","Scotland","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for International Trade","East of England","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for International Trade","East of England","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for International Trade","East of England","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for International Trade","London","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for International Trade","London","Declared non-disabled","70","70","44680","38540"
"Leaver Dept.","2021","Department for International Trade","London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for International Trade","London","Unknown","120","120","39520","37410"
"Leaver Dept.","2021","Department for International Trade","Overseas","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for International Trade","Overseas","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for International Trade","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for International Trade","Overseas","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for International Trade","Scotland","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for International Trade","Scotland","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for International Trade","Scotland","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for International Trade","South East (England)","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for International Trade","South East (England)","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for International Trade","South East (England)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Transport (excl. agencies)","London","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Transport (excl. agencies)","London","Declared non-disabled","130","120","46910","42460"
"Leaver Dept.","2021","Department for Transport (excl. agencies)","London","Undeclared","50","50","41360","42460"
"Leaver Dept.","2021","Department for Transport (excl. agencies)","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Transport (excl. agencies)","South East (England)","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Transport (excl. agencies)","South East (England)","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Transport (excl. agencies)","Wales","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Transport (excl. agencies)","Wales","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Transport (excl. agencies)","Wales","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Work and Pensions (excl. agencies)","East Midlands (England)","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Work and Pensions (excl. agencies)","East Midlands (England)","Declared non-disabled","40","30","[c]","[c]"
"Leaver Dept.","2021","Department for Work and Pensions (excl. agencies)","East Midlands (England)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Work and Pensions (excl. agencies)","East Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Work and Pensions (excl. agencies)","East of England","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Work and Pensions (excl. agencies)","East of England","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Work and Pensions (excl. agencies)","East of England","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Work and Pensions (excl. agencies)","East of England","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Work and Pensions (excl. agencies)","London","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Work and Pensions (excl. agencies)","London","Declared non-disabled","160","150","40040","32110"
"Leaver Dept.","2021","Department for Work and Pensions (excl. agencies)","London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Work and Pensions (excl. agencies)","London","Unknown","30","30","[c]","[c]"
"Leaver Dept.","2021","Department for Work and Pensions (excl. agencies)","North East (England)","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Work and Pensions (excl. agencies)","North East (England)","Declared non-disabled","150","140","26830","27570"
"Leaver Dept.","2021","Department for Work and Pensions (excl. agencies)","North East (England)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Work and Pensions (excl. agencies)","North East (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Work and Pensions (excl. agencies)","North West (England)","Declared disabled","30","30","[c]","[c]"
"Leaver Dept.","2021","Department for Work and Pensions (excl. agencies)","North West (England)","Declared non-disabled","170","170","29290","27570"
"Leaver Dept.","2021","Department for Work and Pensions (excl. agencies)","North West (England)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Work and Pensions (excl. agencies)","North West (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Work and Pensions (excl. agencies)","Scotland","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Work and Pensions (excl. agencies)","Scotland","Declared non-disabled","120","110","26100","27570"
"Leaver Dept.","2021","Department for Work and Pensions (excl. agencies)","Scotland","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Work and Pensions (excl. agencies)","Scotland","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Work and Pensions (excl. agencies)","South East (England)","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Work and Pensions (excl. agencies)","South East (England)","Declared non-disabled","40","40","[c]","[c]"
"Leaver Dept.","2021","Department for Work and Pensions (excl. agencies)","South East (England)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Work and Pensions (excl. agencies)","South East (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Work and Pensions (excl. agencies)","South West (England)","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Work and Pensions (excl. agencies)","South West (England)","Declared non-disabled","60","60","26990","27570"
"Leaver Dept.","2021","Department for Work and Pensions (excl. agencies)","South West (England)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Work and Pensions (excl. agencies)","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Work and Pensions (excl. agencies)","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Work and Pensions (excl. agencies)","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Work and Pensions (excl. agencies)","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Work and Pensions (excl. agencies)","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Work and Pensions (excl. agencies)","Wales","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Work and Pensions (excl. agencies)","Wales","Declared non-disabled","60","60","26790","27570"
"Leaver Dept.","2021","Department for Work and Pensions (excl. agencies)","Wales","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Work and Pensions (excl. agencies)","Wales","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Work and Pensions (excl. agencies)","West Midlands (England)","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Work and Pensions (excl. agencies)","West Midlands (England)","Declared non-disabled","70","60","26090","27570"
"Leaver Dept.","2021","Department for Work and Pensions (excl. agencies)","West Midlands (England)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Work and Pensions (excl. agencies)","West Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Work and Pensions (excl. agencies)","Yorkshire and The Humber","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Work and Pensions (excl. agencies)","Yorkshire and The Humber","Declared non-disabled","130","120","33830","28760"
"Leaver Dept.","2021","Department for Work and Pensions (excl. agencies)","Yorkshire and The Humber","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Work and Pensions (excl. agencies)","Yorkshire and The Humber","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department of Health and Social Care (excl. agencies)","London","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department of Health and Social Care (excl. agencies)","London","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department of Health and Social Care (excl. agencies)","London","Unknown","120","[c]","[c]","[c]"
"Leaver Dept.","2021","Department of Health and Social Care (excl. agencies)","North West (England)","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department of Health and Social Care (excl. agencies)","North West (England)","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department of Health and Social Care (excl. agencies)","North West (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department of Health and Social Care (excl. agencies)","South East (England)","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department of Health and Social Care (excl. agencies)","South East (England)","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department of Health and Social Care (excl. agencies)","Yorkshire and The Humber","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department of Health and Social Care (excl. agencies)","Yorkshire and The Humber","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department of Health and Social Care (excl. agencies)","Yorkshire and The Humber","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Driver and Vehicle Licensing Agency","Wales","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Driver and Vehicle Licensing Agency","Wales","Declared non-disabled","80","70","26970","21590"
"Leaver Dept.","2021","Driver and Vehicle Licensing Agency","Wales","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Driver and Vehicle Licensing Agency","Wales","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Driver and Vehicle Standards Agency","East Midlands (England)","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Driver and Vehicle Standards Agency","East Midlands (England)","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Driver and Vehicle Standards Agency","East Midlands (England)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Driver and Vehicle Standards Agency","East Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Driver and Vehicle Standards Agency","London","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Driver and Vehicle Standards Agency","London","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Driver and Vehicle Standards Agency","North East (England)","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Driver and Vehicle Standards Agency","North East (England)","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Driver and Vehicle Standards Agency","North East (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Driver and Vehicle Standards Agency","North West (England)","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Driver and Vehicle Standards Agency","North West (England)","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Driver and Vehicle Standards Agency","South East (England)","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Driver and Vehicle Standards Agency","South East (England)","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Driver and Vehicle Standards Agency","South East (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Driver and Vehicle Standards Agency","South West (England)","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Driver and Vehicle Standards Agency","South West (England)","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Driver and Vehicle Standards Agency","South West (England)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Driver and Vehicle Standards Agency","Wales","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Driver and Vehicle Standards Agency","Wales","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Driver and Vehicle Standards Agency","Wales","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Driver and Vehicle Standards Agency","West Midlands (England)","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Driver and Vehicle Standards Agency","West Midlands (England)","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Driver and Vehicle Standards Agency","West Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Driver and Vehicle Standards Agency","Yorkshire and The Humber","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Driver and Vehicle Standards Agency","Yorkshire and The Humber","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Driver and Vehicle Standards Agency","Yorkshire and The Humber","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Education and Skills Funding Agency","London","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Education and Skills Funding Agency","London","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Education and Skills Funding Agency","London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Education and Skills Funding Agency","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Education and Skills Funding Agency","North West (England)","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Education and Skills Funding Agency","North West (England)","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Education and Skills Funding Agency","South West (England)","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Education and Skills Funding Agency","South West (England)","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Education and Skills Funding Agency","South West (England)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Education and Skills Funding Agency","West Midlands (England)","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Education and Skills Funding Agency","West Midlands (England)","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Education and Skills Funding Agency","West Midlands (England)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Education and Skills Funding Agency","West Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Education and Skills Funding Agency","Yorkshire and The Humber","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Education and Skills Funding Agency","Yorkshire and The Humber","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Education Scotland","Scotland","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Education Scotland","Scotland","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","ESTYN","Wales","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","ESTYN","Wales","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","FCDO Services","South East (England)","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","FCDO Services","South East (England)","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","FCDO Services","South East (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Food Standards Agency","London","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Food Standards Agency","London","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Food Standards Agency","London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Food Standards Agency","Wales","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Food Standards Agency","Wales","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Food Standards Agency","Wales","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Food Standards Agency","West Midlands (England)","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Food Standards Agency","West Midlands (England)","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Food Standards Agency","West Midlands (England)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Food Standards Agency","Yorkshire and The Humber","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Food Standards Agency","Yorkshire and The Humber","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Food Standards Agency","Yorkshire and The Humber","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Food Standards Scotland","Scotland","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Food Standards Scotland","Scotland","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Food Standards Scotland","Scotland","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Food Standards Scotland","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Food Standards Scotland","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Food Standards Scotland","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign and Commonwealth Office (excl. agencies)","London","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign and Commonwealth Office (excl. agencies)","London","Declared non-disabled","30","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign and Commonwealth Office (excl. agencies)","London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign and Commonwealth Office (excl. agencies)","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign and Commonwealth Office (excl. agencies)","Overseas","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign and Commonwealth Office (excl. agencies)","Overseas","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign and Commonwealth Office (excl. agencies)","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign and Commonwealth Office (excl. agencies)","Overseas","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign and Commonwealth Office (excl. agencies)","South East (England)","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign and Commonwealth Office (excl. agencies)","South East (England)","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign and Commonwealth Office (excl. agencies)","South East (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office (excl. agencies)","London","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office (excl. agencies)","London","Declared non-disabled","100","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office (excl. agencies)","London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office (excl. agencies)","London","Unknown","60","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Overseas","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Overseas","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Overseas","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Scotland","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Scotland","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Scotland","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office (excl. agencies)","South East (England)","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office (excl. agencies)","South East (England)","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Forestry and Land Scotland","Scotland","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Forestry and Land Scotland","Scotland","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Forestry and Land Scotland","Scotland","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Government Actuary's Department","London","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Government Actuary's Department","London","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Government Actuary's Department","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Government Internal Audit Agency","London","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Government Internal Audit Agency","London","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Government Internal Audit Agency","London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Government Internal Audit Agency","North East (England)","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Government Internal Audit Agency","North East (England)","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Government Internal Audit Agency","North West (England)","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Government Internal Audit Agency","North West (England)","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Government Internal Audit Agency","North West (England)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Government Internal Audit Agency","South East (England)","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Government Internal Audit Agency","South East (England)","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Government Internal Audit Agency","Wales","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Government Internal Audit Agency","Wales","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Government Internal Audit Agency","West Midlands (England)","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Government Internal Audit Agency","West Midlands (England)","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Government Internal Audit Agency","Yorkshire and The Humber","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Government Internal Audit Agency","Yorkshire and The Humber","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Government Legal Department","London","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Government Legal Department","London","Declared non-disabled","60","60","46000","50830"
"Leaver Dept.","2021","Government Legal Department","London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Government Legal Department","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Government Legal Department","South West (England)","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Government Legal Department","South West (England)","Declared non-disabled","[c]","[c]","[c]","[c]"
