"Status","Year","Parent_department","Sex","Responsibility_level","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","UK Export Finance","Male","G6/G7","90","90","67720","67880"
"In post","2021","UK Export Finance","Male","SCS","[c]","[c]","[c]","[c]"
"In post","2021","UK Export Finance","Male","SEO/HEO","120","110","43150","43700"
"In post","2021","UK Supreme Court","Female","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","UK Supreme Court","Female","EO","[c]","[c]","[c]","[c]"
"In post","2021","UK Supreme Court","Female","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","UK Supreme Court","Female","SCS","[c]","[c]","[c]","[c]"
"In post","2021","UK Supreme Court","Female","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","UK Supreme Court","Male","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","UK Supreme Court","Male","EO","[c]","[c]","[c]","[c]"
"In post","2021","UK Supreme Court","Male","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","UK Supreme Court","Male","SCS","[c]","[c]","[c]","[c]"
"In post","2021","UK Supreme Court","Male","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","United Kingdom Statistics Authority","Female","AA/AO","830","590","19540","19520"
"In post","2021","United Kingdom Statistics Authority","Female","EO","500","460","23920","23050"
"In post","2021","United Kingdom Statistics Authority","Female","G6/G7","450","420","52050","50090"
"In post","2021","United Kingdom Statistics Authority","Female","SCS","30","30","[c]","[c]"
"In post","2021","United Kingdom Statistics Authority","Female","SEO/HEO","1300","1230","33360","32540"
"In post","2021","United Kingdom Statistics Authority","Male","AA/AO","630","450","19760","19520"
"In post","2021","United Kingdom Statistics Authority","Male","EO","260","260","24070","23050"
"In post","2021","United Kingdom Statistics Authority","Male","G6/G7","470","470","53520","51640"
"In post","2021","United Kingdom Statistics Authority","Male","SCS","50","50","86380","76660"
"In post","2021","United Kingdom Statistics Authority","Male","SEO/HEO","970","960","33670","33150"
"In post","2021","United Kingdom Statistics Authority","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","United Kingdom Statistics Authority","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2021","United Kingdom Statistics Authority","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","United Kingdom Statistics Authority","Unknown","SCS","[c]","[c]","[c]","[c]"
"In post","2021","United Kingdom Statistics Authority","Unknown","SEO/HEO","30","30","[c]","[c]"
"In post","2021","Wales Office","Female","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Wales Office","Female","EO","[c]","[c]","[c]","[c]"
"In post","2021","Wales Office","Female","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Wales Office","Female","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Wales Office","Female","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Wales Office","Male","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Wales Office","Male","EO","[c]","[c]","[c]","[c]"
"In post","2021","Wales Office","Male","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Wales Office","Male","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Wales Office","Male","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Water Services Regulation Authority","Female","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Water Services Regulation Authority","Female","EO","[c]","[c]","[c]","[c]"
"In post","2021","Water Services Regulation Authority","Female","G6/G7","30","30","[c]","[c]"
"In post","2021","Water Services Regulation Authority","Female","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Water Services Regulation Authority","Female","SEO/HEO","60","60","46890","45370"
"In post","2021","Water Services Regulation Authority","Male","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Water Services Regulation Authority","Male","EO","[c]","[c]","[c]","[c]"
"In post","2021","Water Services Regulation Authority","Male","G6/G7","40","30","[c]","[c]"
"In post","2021","Water Services Regulation Authority","Male","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Water Services Regulation Authority","Male","SEO/HEO","70","70","48420","47260"
"In post","2021","Welsh Government","Female","AA/AO","620","550","23330","23830"
"In post","2021","Welsh Government","Female","EO","580","530","28690","28850"
"In post","2021","Welsh Government","Female","G6/G7","550","520","60930","60830"
"In post","2021","Welsh Government","Female","SCS","80","70","86760","80940"
"In post","2021","Welsh Government","Female","SEO/HEO","1590","1480","40660","37410"
"In post","2021","Welsh Government","Male","AA/AO","350","340","23370","23830"
"In post","2021","Welsh Government","Male","EO","440","430","28670","28850"
"In post","2021","Welsh Government","Male","G6/G7","500","490","62460","60830"
"In post","2021","Welsh Government","Male","SCS","100","100","92160","82210"
"In post","2021","Welsh Government","Male","SEO/HEO","970","940","41120","37410"
"In post","2022","Attorney General's Departments","Female","AA/AO","1110","1000","22720","22200"
"In post","2022","Attorney General's Departments","Female","EO","1360","1250","27790","27580"
"In post","2022","Attorney General's Departments","Female","G6/G7","3140","2820","57490","55610"
"In post","2022","Attorney General's Departments","Female","SCS","190","180","86970","82060"
"In post","2022","Attorney General's Departments","Female","SEO/HEO","890","850","36220","36240"
"In post","2022","Attorney General's Departments","Male","AA/AO","420","410","22720","22200"
"In post","2022","Attorney General's Departments","Male","EO","520","510","27910","27580"
"In post","2022","Attorney General's Departments","Male","G6/G7","1890","1830","59330","57770"
"In post","2022","Attorney General's Departments","Male","SCS","130","130","87560","82720"
"In post","2022","Attorney General's Departments","Male","SEO/HEO","570","560","36390","36240"
"In post","2022","Cabinet Office","Female","AA/AO","290","260","21780","21050"
"In post","2022","Cabinet Office","Female","EO","640","610","26550","26670"
"In post","2022","Cabinet Office","Female","G6/G7","2000","1950","59280","56160"
"In post","2022","Cabinet Office","Female","SCS","320","310","94260","85060"
"In post","2022","Cabinet Office","Female","SEO/HEO","2650","2600","33890","33110"
"In post","2022","Cabinet Office","Male","AA/AO","210","200","21860","21050"
"In post","2022","Cabinet Office","Male","EO","420","410","26600","27500"
"In post","2022","Cabinet Office","Male","G6/G7","2010","1990","60580","57850"
"In post","2022","Cabinet Office","Male","SCS","450","450","104410","95000"
"In post","2022","Cabinet Office","Male","SEO/HEO","2070","2050","34250","33300"
"In post","2022","Chancellor's other departments","Female","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Chancellor's other departments","Female","EO","[c]","[c]","[c]","[c]"
"In post","2022","Chancellor's other departments","Female","G6/G7","80","70","72800","69690"
"In post","2022","Chancellor's other departments","Female","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Chancellor's other departments","Female","SEO/HEO","70","70","42150","42500"
"In post","2022","Chancellor's other departments","Male","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Chancellor's other departments","Male","EO","[c]","[c]","[c]","[c]"
"In post","2022","Chancellor's other departments","Male","G6/G7","130","120","77180","66210"
"In post","2022","Chancellor's other departments","Male","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Chancellor's other departments","Male","SEO/HEO","80","70","39860","39720"
"In post","2022","Chancellor's other departments","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Charity Commission","Female","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Charity Commission","Female","EO","70","70","25080","24440"
"In post","2022","Charity Commission","Female","G6/G7","50","50","[c]","[c]"
"In post","2022","Charity Commission","Female","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Charity Commission","Female","SEO/HEO","140","130","32310","29300"
"In post","2022","Charity Commission","Male","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Charity Commission","Male","EO","40","40","[c]","[c]"
"In post","2022","Charity Commission","Male","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Charity Commission","Male","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Charity Commission","Male","SEO/HEO","110","100","32810","29550"
"In post","2022","Competition and Markets Authority","Female","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Competition and Markets Authority","Female","EO","40","30","[c]","[c]"
"In post","2022","Competition and Markets Authority","Female","G6/G7","220","200","65550","62890"
"In post","2022","Competition and Markets Authority","Female","SCS","50","50","104770","99060"
"In post","2022","Competition and Markets Authority","Female","SEO/HEO","110","110","37420","35340"
"In post","2022","Competition and Markets Authority","Male","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Competition and Markets Authority","Male","EO","30","30","[c]","[c]"
"In post","2022","Competition and Markets Authority","Male","G6/G7","230","230","66080","63580"
"In post","2022","Competition and Markets Authority","Male","SCS","70","70","109700","100770"
"In post","2022","Competition and Markets Authority","Male","SEO/HEO","90","90","37660","35400"
"In post","2022","Department for Business, Energy and Industrial Strategy","Female","AA/AO","950","840","21620","21130"
"In post","2022","Department for Business, Energy and Industrial Strategy","Female","EO","1110","1030","26240","25630"
"In post","2022","Department for Business, Energy and Industrial Strategy","Female","G6/G7","1780","1700","57030","55000"
"In post","2022","Department for Business, Energy and Industrial Strategy","Female","SCS","180","170","86960","79620"
"In post","2022","Department for Business, Energy and Industrial Strategy","Female","SEO/HEO","3000","2850","37140","36930"
"In post","2022","Department for Business, Energy and Industrial Strategy","Male","AA/AO","550","540","21520","21130"
"In post","2022","Department for Business, Energy and Industrial Strategy","Male","EO","850","840","26810","26290"
"In post","2022","Department for Business, Energy and Industrial Strategy","Male","G6/G7","2240","2180","57910","57460"
"In post","2022","Department for Business, Energy and Industrial Strategy","Male","SCS","220","220","89000","81540"
"In post","2022","Department for Business, Energy and Industrial Strategy","Male","SEO/HEO","3200","3140","38400","39570"
"In post","2022","Department for Digital, Culture, Media and Sport","Female","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Department for Digital, Culture, Media and Sport","Female","EO","120","120","26910","26180"
"In post","2022","Department for Digital, Culture, Media and Sport","Female","G6/G7","480","460","56150","53380"
"In post","2022","Department for Digital, Culture, Media and Sport","Female","SCS","70","60","83490","75250"
"In post","2022","Department for Digital, Culture, Media and Sport","Female","SEO/HEO","430","420","35430","34020"
"In post","2022","Department for Digital, Culture, Media and Sport","Male","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Department for Digital, Culture, Media and Sport","Male","EO","70","70","26570","26180"
"In post","2022","Department for Digital, Culture, Media and Sport","Male","G6/G7","440","440","56320","54700"
"In post","2022","Department for Digital, Culture, Media and Sport","Male","SCS","60","50","83710","77430"
"In post","2022","Department for Digital, Culture, Media and Sport","Male","SEO/HEO","350","350","35420","34020"
"In post","2022","Department for Education","Female","AA/AO","90","80","21960","21250"
"In post","2022","Department for Education","Female","EO","590","570","26270","25000"
"In post","2022","Department for Education","Female","G6/G7","1840","1740","55550","53420"
"In post","2022","Department for Education","Female","SCS","170","160","81420","74100"
"In post","2022","Department for Education","Female","SEO/HEO","2480","2350","35440","36500"
"In post","2022","Department for Education","Male","AA/AO","40","40","[c]","[c]"
"In post","2022","Department for Education","Male","EO","340","340","26370","25000"
"In post","2022","Department for Education","Male","G6/G7","1410","1390","56340","53760"
"In post","2022","Department for Education","Male","SCS","130","130","84650","75980"
"In post","2022","Department for Education","Male","SEO/HEO","1600","1590","35550","36500"
"In post","2022","Department for Environment, Food and Rural Affairs","Female","AA/AO","1480","1310","21720","21300"
"In post","2022","Department for Environment, Food and Rural Affairs","Female","EO","1380","1270","26070","25190"
"In post","2022","Department for Environment, Food and Rural Affairs","Female","G6/G7","1360","1290","54000","52290"
