"Status","Year","Parent_department","Responsibility_level","Ethnicity","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","Office of Rail and Road","AA/AO","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Rail and Road","AA/AO","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Rail and Road","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Rail and Road","AA/AO","White","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Rail and Road","EO","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Rail and Road","EO","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Rail and Road","EO","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Rail and Road","EO","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Rail and Road","EO","White","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Rail and Road","G6/G7","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Rail and Road","G6/G7","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Rail and Road","G6/G7","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Rail and Road","G6/G7","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Rail and Road","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Rail and Road","G6/G7","White","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Rail and Road","SCS","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Rail and Road","SCS","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Rail and Road","SCS","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Rail and Road","SCS","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Rail and Road","SCS","White","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Rail and Road","SEO/HEO","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Rail and Road","SEO/HEO","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Rail and Road","SEO/HEO","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Rail and Road","SEO/HEO","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Rail and Road","SEO/HEO","White","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of the Secretary of State for Scotland","AA/AO","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of the Secretary of State for Scotland","AA/AO","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of the Secretary of State for Scotland","AA/AO","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of the Secretary of State for Scotland","AA/AO","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of the Secretary of State for Scotland","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of the Secretary of State for Scotland","AA/AO","White","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of the Secretary of State for Scotland","EO","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of the Secretary of State for Scotland","EO","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of the Secretary of State for Scotland","EO","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of the Secretary of State for Scotland","EO","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of the Secretary of State for Scotland","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of the Secretary of State for Scotland","EO","White","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of the Secretary of State for Scotland","G6/G7","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of the Secretary of State for Scotland","G6/G7","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of the Secretary of State for Scotland","G6/G7","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of the Secretary of State for Scotland","G6/G7","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of the Secretary of State for Scotland","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of the Secretary of State for Scotland","G6/G7","White","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of the Secretary of State for Scotland","SCS","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of the Secretary of State for Scotland","SCS","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of the Secretary of State for Scotland","SCS","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of the Secretary of State for Scotland","SCS","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of the Secretary of State for Scotland","SCS","White","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of the Secretary of State for Scotland","SEO/HEO","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of the Secretary of State for Scotland","SEO/HEO","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of the Secretary of State for Scotland","SEO/HEO","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of the Secretary of State for Scotland","SEO/HEO","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of the Secretary of State for Scotland","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of the Secretary of State for Scotland","SEO/HEO","White","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of the Secretary of State for Wales","AA/AO","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of the Secretary of State for Wales","AA/AO","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of the Secretary of State for Wales","AA/AO","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of the Secretary of State for Wales","AA/AO","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of the Secretary of State for Wales","AA/AO","White","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of the Secretary of State for Wales","G6/G7","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of the Secretary of State for Wales","G6/G7","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of the Secretary of State for Wales","G6/G7","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of the Secretary of State for Wales","G6/G7","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of the Secretary of State for Wales","G6/G7","White","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of the Secretary of State for Wales","SEO/HEO","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of the Secretary of State for Wales","SEO/HEO","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of the Secretary of State for Wales","SEO/HEO","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of the Secretary of State for Wales","SEO/HEO","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of the Secretary of State for Wales","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of the Secretary of State for Wales","SEO/HEO","White","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","AA/AO","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","AA/AO","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","AA/AO","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","AA/AO","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","AA/AO","Unknown","270","250","23390","22910"
"Leaver CS","2022","Scottish Government","AA/AO","White","270","240","24150","23230"
"Leaver CS","2022","Scottish Government","EO","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","EO","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","EO","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","EO","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","EO","Unknown","150","140","31300","30450"
"Leaver CS","2022","Scottish Government","EO","White","150","130","31350","30240"
"Leaver CS","2022","Scottish Government","G6/G7","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","G6/G7","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","G6/G7","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","G6/G7","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","G6/G7","Unknown","50","40","[c]","[c]"
"Leaver CS","2022","Scottish Government","G6/G7","White","100","90","66690","65150"
"Leaver CS","2022","Scottish Government","SCS","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","SCS","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","SCS","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","SCS","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","SCS","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","SCS","White","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","SEO/HEO","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","SEO/HEO","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","SEO/HEO","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","SEO/HEO","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","SEO/HEO","Unknown","130","120","39580","39660"
"Leaver CS","2022","Scottish Government","SEO/HEO","White","230","200","41670","40290"
"Leaver CS","2022","The National Archives","AA/AO","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","The National Archives","AA/AO","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","The National Archives","AA/AO","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","The National Archives","AA/AO","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","The National Archives","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","The National Archives","AA/AO","White","[c]","[c]","[c]","[c]"
"Leaver CS","2022","The National Archives","EO","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","The National Archives","EO","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","The National Archives","EO","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","The National Archives","EO","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","The National Archives","EO","White","[c]","[c]","[c]","[c]"
"Leaver CS","2022","The National Archives","G6/G7","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","The National Archives","G6/G7","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","The National Archives","G6/G7","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","The National Archives","G6/G7","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","The National Archives","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","The National Archives","G6/G7","White","[c]","[c]","[c]","[c]"
"Leaver CS","2022","The National Archives","SCS","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","The National Archives","SCS","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","The National Archives","SCS","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","The National Archives","SCS","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","The National Archives","SCS","White","[c]","[c]","[c]","[c]"
"Leaver CS","2022","The National Archives","SEO/HEO","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","The National Archives","SEO/HEO","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","The National Archives","SEO/HEO","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","The National Archives","SEO/HEO","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","The National Archives","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","The National Archives","SEO/HEO","White","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Export Finance","AA/AO","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Export Finance","AA/AO","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Export Finance","AA/AO","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Export Finance","AA/AO","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Export Finance","AA/AO","White","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Export Finance","EO","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Export Finance","EO","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Export Finance","EO","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Export Finance","EO","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Export Finance","EO","White","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Export Finance","G6/G7","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Export Finance","G6/G7","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Export Finance","G6/G7","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Export Finance","G6/G7","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Export Finance","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Export Finance","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Export Finance","G6/G7","White","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Export Finance","SCS","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Export Finance","SCS","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Export Finance","SCS","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Export Finance","SCS","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Export Finance","SCS","White","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Export Finance","SEO/HEO","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Export Finance","SEO/HEO","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Export Finance","SEO/HEO","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Export Finance","SEO/HEO","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Export Finance","SEO/HEO","White","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Statistics Authority","AA/AO","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Statistics Authority","AA/AO","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Statistics Authority","AA/AO","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Statistics Authority","AA/AO","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Statistics Authority","AA/AO","Undeclared","70","60","19820","19610"
"Leaver CS","2022","UK Statistics Authority","AA/AO","White","160","100","19830","19610"
"Leaver CS","2022","UK Statistics Authority","EO","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Statistics Authority","EO","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Statistics Authority","EO","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Statistics Authority","EO","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Statistics Authority","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Statistics Authority","EO","White","60","50","24060","23630"
"Leaver CS","2022","UK Statistics Authority","G6/G7","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Statistics Authority","G6/G7","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Statistics Authority","G6/G7","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Statistics Authority","G6/G7","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Statistics Authority","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Statistics Authority","G6/G7","White","40","40","[c]","[c]"
"Leaver CS","2022","UK Statistics Authority","SCS","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Statistics Authority","SCS","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Statistics Authority","SCS","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Statistics Authority","SCS","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Statistics Authority","SCS","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Statistics Authority","SCS","White","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Statistics Authority","SEO/HEO","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Statistics Authority","SEO/HEO","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Statistics Authority","SEO/HEO","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Statistics Authority","SEO/HEO","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Statistics Authority","SEO/HEO","Undeclared","50","50","33140","32540"
"Leaver CS","2022","UK Statistics Authority","SEO/HEO","White","120","110","33920","33040"
"Leaver CS","2022","UK Supreme Court","EO","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Supreme Court","EO","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Supreme Court","EO","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Supreme Court","EO","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Supreme Court","EO","White","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Supreme Court","SEO/HEO","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Supreme Court","SEO/HEO","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Supreme Court","SEO/HEO","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Supreme Court","SEO/HEO","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Supreme Court","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Supreme Court","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Supreme Court","SEO/HEO","White","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Water Services Regulation Authority","AA/AO","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Water Services Regulation Authority","AA/AO","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Water Services Regulation Authority","AA/AO","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Water Services Regulation Authority","AA/AO","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Water Services Regulation Authority","AA/AO","White","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Water Services Regulation Authority","EO","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Water Services Regulation Authority","EO","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Water Services Regulation Authority","EO","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Water Services Regulation Authority","EO","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Water Services Regulation Authority","EO","White","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Water Services Regulation Authority","G6/G7","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Water Services Regulation Authority","G6/G7","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Water Services Regulation Authority","G6/G7","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Water Services Regulation Authority","G6/G7","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Water Services Regulation Authority","G6/G7","White","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Water Services Regulation Authority","SCS","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Water Services Regulation Authority","SCS","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Water Services Regulation Authority","SCS","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Water Services Regulation Authority","SCS","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Water Services Regulation Authority","SCS","White","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Water Services Regulation Authority","SEO/HEO","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Water Services Regulation Authority","SEO/HEO","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Water Services Regulation Authority","SEO/HEO","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Water Services Regulation Authority","SEO/HEO","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Water Services Regulation Authority","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Water Services Regulation Authority","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Water Services Regulation Authority","SEO/HEO","White","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Welsh Government","AA/AO","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Welsh Government","AA/AO","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Welsh Government","AA/AO","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Welsh Government","AA/AO","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Welsh Government","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Welsh Government","AA/AO","White","50","50","23240","23830"
"Leaver CS","2022","Welsh Government","EO","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Welsh Government","EO","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Welsh Government","EO","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Welsh Government","EO","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Welsh Government","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Welsh Government","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Welsh Government","EO","White","30","30","[c]","[c]"
"Leaver CS","2022","Welsh Government","G6/G7","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Welsh Government","G6/G7","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Welsh Government","G6/G7","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Welsh Government","G6/G7","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Welsh Government","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Welsh Government","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Welsh Government","G6/G7","White","40","30","[c]","[c]"
"Leaver CS","2022","Welsh Government","SCS","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Welsh Government","SCS","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Welsh Government","SCS","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Welsh Government","SCS","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Welsh Government","SCS","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Welsh Government","SCS","White","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Welsh Government","SEO/HEO","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Welsh Government","SEO/HEO","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Welsh Government","SEO/HEO","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Welsh Government","SEO/HEO","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Welsh Government","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Welsh Government","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Welsh Government","SEO/HEO","White","90","80","39820","38160"
"Leaver Dept.","2021","Attorney General's Departments","AA/AO","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Attorney General's Departments","AA/AO","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Attorney General's Departments","AA/AO","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Attorney General's Departments","AA/AO","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Attorney General's Departments","AA/AO","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Attorney General's Departments","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Attorney General's Departments","AA/AO","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Attorney General's Departments","EO","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Attorney General's Departments","EO","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Attorney General's Departments","EO","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Attorney General's Departments","EO","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Attorney General's Departments","EO","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Attorney General's Departments","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Attorney General's Departments","EO","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Attorney General's Departments","G6/G7","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Attorney General's Departments","G6/G7","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Attorney General's Departments","G6/G7","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Attorney General's Departments","G6/G7","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Attorney General's Departments","G6/G7","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Attorney General's Departments","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Attorney General's Departments","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Attorney General's Departments","G6/G7","White","60","50","57990","54900"
"Leaver Dept.","2021","Attorney General's Departments","SCS","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Attorney General's Departments","SCS","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Attorney General's Departments","SCS","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Attorney General's Departments","SCS","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Attorney General's Departments","SCS","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Attorney General's Departments","SCS","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Attorney General's Departments","SCS","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Attorney General's Departments","SEO/HEO","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Attorney General's Departments","SEO/HEO","Black","[c]","[c]","[c]","[c]"
