"Status","Year","Region_ITL1","Age","Ethnicity","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Wales","60-64","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Wales","60-64","Black","[c]","[c]","[c]","[c]"
"In post","2022","Wales","60-64","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Wales","60-64","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Wales","60-64","Undeclared","140","110","31090","27570"
"In post","2022","Wales","60-64","Unknown","190","160","28720","22080"
"In post","2022","Wales","60-64","White","2640","2080","30600","26900"
"In post","2022","Wales","65+","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Wales","65+","Black","[c]","[c]","[c]","[c]"
"In post","2022","Wales","65+","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Wales","65+","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Wales","65+","Undeclared","40","30","[c]","[c]"
"In post","2022","Wales","65+","Unknown","80","50","29590","23190"
"In post","2022","Wales","65+","White","810","580","30400","26120"
"In post","2022","Wales","Unknown","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Wales","Unknown","Black","[c]","[c]","[c]","[c]"
"In post","2022","Wales","Unknown","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Wales","Unknown","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Wales","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Wales","Unknown","White","[c]","[c]","[c]","[c]"
"In post","2022","West Midlands (England)","16-19","Asian","[c]","[c]","[c]","[c]"
"In post","2022","West Midlands (England)","16-19","Black","[c]","[c]","[c]","[c]"
"In post","2022","West Midlands (England)","16-19","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","West Midlands (England)","16-19","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","West Midlands (England)","16-19","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","West Midlands (England)","16-19","White","[c]","[c]","[c]","[c]"
"In post","2022","West Midlands (England)","20-29","Asian","970","950","26190","25560"
"In post","2022","West Midlands (England)","20-29","Black","170","170","26560","26590"
"In post","2022","West Midlands (England)","20-29","Mixed","200","190","27200","26460"
"In post","2022","West Midlands (England)","20-29","Other ethnicity","40","30","[c]","[c]"
"In post","2022","West Midlands (England)","20-29","Undeclared","80","80","27930","27120"
"In post","2022","West Midlands (England)","20-29","Unknown","1190","1160","25560","24430"
"In post","2022","West Midlands (England)","20-29","White","2440","2410","26940","25610"
"In post","2022","West Midlands (England)","30-39","Asian","1470","1390","28920","27570"
"In post","2022","West Midlands (England)","30-39","Black","350","330","28930","27570"
"In post","2022","West Midlands (England)","30-39","Mixed","190","180","29530","27570"
"In post","2022","West Midlands (England)","30-39","Other ethnicity","40","40","[c]","[c]"
"In post","2022","West Midlands (England)","30-39","Undeclared","210","200","30780","27570"
"In post","2022","West Midlands (England)","30-39","Unknown","1120","1060","29490","26820"
"In post","2022","West Midlands (England)","30-39","White","3700","3510","31540","27570"
"In post","2022","West Midlands (England)","40-49","Asian","1340","1230","30400","27570"
"In post","2022","West Midlands (England)","40-49","Black","280","270","31030","27570"
"In post","2022","West Midlands (England)","40-49","Mixed","120","110","34090","27570"
"In post","2022","West Midlands (England)","40-49","Other ethnicity","30","30","[c]","[c]"
"In post","2022","West Midlands (England)","40-49","Undeclared","270","250","33960","29080"
"In post","2022","West Midlands (England)","40-49","Unknown","850","790","33170","27570"
"In post","2022","West Midlands (England)","40-49","White","4750","4450","34590","30320"
"In post","2022","West Midlands (England)","50-59","Asian","850","790","29400","27570"
"In post","2022","West Midlands (England)","50-59","Black","430","400","29150","27570"
"In post","2022","West Midlands (England)","50-59","Mixed","100","90","31110","27570"
"In post","2022","West Midlands (England)","50-59","Other ethnicity","40","40","[c]","[c]"
"In post","2022","West Midlands (England)","50-59","Undeclared","510","470","31170","27570"
"In post","2022","West Midlands (England)","50-59","Unknown","730","690","34120","28200"
"In post","2022","West Midlands (England)","50-59","White","7020","6560","32750","27570"
"In post","2022","West Midlands (England)","60-64","Asian","180","150","29490","27130"
"In post","2022","West Midlands (England)","60-64","Black","170","150","29150","27570"
"In post","2022","West Midlands (England)","60-64","Mixed","30","20","[c]","[c]"
"In post","2022","West Midlands (England)","60-64","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","West Midlands (England)","60-64","Undeclared","160","130","29960","27570"
"In post","2022","West Midlands (England)","60-64","Unknown","190","160","30100","26520"
"In post","2022","West Midlands (England)","60-64","White","2070","1690","30210","27570"
"In post","2022","West Midlands (England)","65+","Asian","40","30","[c]","[c]"
"In post","2022","West Midlands (England)","65+","Black","[c]","[c]","[c]","[c]"
"In post","2022","West Midlands (England)","65+","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","West Midlands (England)","65+","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","West Midlands (England)","65+","Undeclared","50","30","[c]","[c]"
"In post","2022","West Midlands (England)","65+","Unknown","70","50","31810","27130"
"In post","2022","West Midlands (England)","65+","White","610","470","29410","27250"
"In post","2022","West Midlands (England)","Unknown","Asian","[c]","[c]","[c]","[c]"
"In post","2022","West Midlands (England)","Unknown","Black","[c]","[c]","[c]","[c]"
"In post","2022","West Midlands (England)","Unknown","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","West Midlands (England)","Unknown","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","West Midlands (England)","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","West Midlands (England)","Unknown","White","[c]","[c]","[c]","[c]"
"In post","2022","Yorkshire and The Humber","16-19","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Yorkshire and The Humber","16-19","Black","[c]","[c]","[c]","[c]"
"In post","2022","Yorkshire and The Humber","16-19","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Yorkshire and The Humber","16-19","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Yorkshire and The Humber","16-19","Unknown","40","40","[c]","[c]"
"In post","2022","Yorkshire and The Humber","16-19","White","40","40","[c]","[c]"
"In post","2022","Yorkshire and The Humber","20-29","Asian","830","800","25840","26590"
"In post","2022","Yorkshire and The Humber","20-29","Black","90","80","26510","25480"
"In post","2022","Yorkshire and The Humber","20-29","Mixed","150","140","27440","26610"
"In post","2022","Yorkshire and The Humber","20-29","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Yorkshire and The Humber","20-29","Undeclared","100","100","28110","26710"
"In post","2022","Yorkshire and The Humber","20-29","Unknown","1800","1770","26390","24880"
"In post","2022","Yorkshire and The Humber","20-29","White","3650","3600","27950","26590"
"In post","2022","Yorkshire and The Humber","30-39","Asian","900","840","29100","27570"
"In post","2022","Yorkshire and The Humber","30-39","Black","140","130","28750","27570"
"In post","2022","Yorkshire and The Humber","30-39","Mixed","150","140","31840","27570"
"In post","2022","Yorkshire and The Humber","30-39","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Yorkshire and The Humber","30-39","Undeclared","240","220","31660","27930"
"In post","2022","Yorkshire and The Humber","30-39","Unknown","1430","1360","31300","27570"
"In post","2022","Yorkshire and The Humber","30-39","White","5520","5180","32830","30090"
"In post","2022","Yorkshire and The Humber","40-49","Asian","750","670","30960","27570"
"In post","2022","Yorkshire and The Humber","40-49","Black","150","150","31350","27570"
"In post","2022","Yorkshire and The Humber","40-49","Mixed","130","120","34130","27660"
"In post","2022","Yorkshire and The Humber","40-49","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Yorkshire and The Humber","40-49","Undeclared","370","350","33780","30450"
"In post","2022","Yorkshire and The Humber","40-49","Unknown","1010","960","36150","30220"
"In post","2022","Yorkshire and The Humber","40-49","White","6640","6180","34920","31180"
"In post","2022","Yorkshire and The Humber","50-59","Asian","350","330","32290","27570"
"In post","2022","Yorkshire and The Humber","50-59","Black","200","190","30690","27570"
"In post","2022","Yorkshire and The Humber","50-59","Mixed","110","100","34990","30260"
"In post","2022","Yorkshire and The Humber","50-59","Other ethnicity","30","30","[c]","[c]"
"In post","2022","Yorkshire and The Humber","50-59","Undeclared","550","520","32740","28920"
"In post","2022","Yorkshire and The Humber","50-59","Unknown","880","830","35780","28940"
"In post","2022","Yorkshire and The Humber","50-59","White","9220","8560","33590","28550"
"In post","2022","Yorkshire and The Humber","60-64","Asian","60","50","31630","27570"
"In post","2022","Yorkshire and The Humber","60-64","Black","40","30","[c]","[c]"
"In post","2022","Yorkshire and The Humber","60-64","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Yorkshire and The Humber","60-64","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Yorkshire and The Humber","60-64","Undeclared","150","120","29440","27570"
"In post","2022","Yorkshire and The Humber","60-64","Unknown","240","210","30770","27570"
"In post","2022","Yorkshire and The Humber","60-64","White","2410","1890","29910","27570"
"In post","2022","Yorkshire and The Humber","65+","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Yorkshire and The Humber","65+","Black","[c]","[c]","[c]","[c]"
"In post","2022","Yorkshire and The Humber","65+","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Yorkshire and The Humber","65+","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Yorkshire and The Humber","65+","Undeclared","40","30","[c]","[c]"
"In post","2022","Yorkshire and The Humber","65+","Unknown","60","50","32520","28200"
"In post","2022","Yorkshire and The Humber","65+","White","600","440","28780","26880"
"In post","2022","Yorkshire and The Humber","Unknown","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Yorkshire and The Humber","Unknown","Black","[c]","[c]","[c]","[c]"
"In post","2022","Yorkshire and The Humber","Unknown","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Yorkshire and The Humber","Unknown","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Yorkshire and The Humber","Unknown","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Midlands (England)","16-19","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Midlands (England)","16-19","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Midlands (England)","16-19","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Midlands (England)","16-19","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Midlands (England)","16-19","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Midlands (England)","16-19","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Midlands (England)","16-19","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Midlands (England)","20-29","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Midlands (England)","20-29","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Midlands (England)","20-29","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Midlands (England)","20-29","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Midlands (England)","20-29","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Midlands (England)","20-29","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Midlands (England)","20-29","Unknown","110","100","21860","19950"
"Leaver CS","2021","East Midlands (England)","20-29","White","130","130","23190","21090"
"Leaver CS","2021","East Midlands (England)","30-39","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Midlands (England)","30-39","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Midlands (England)","30-39","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Midlands (England)","30-39","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Midlands (England)","30-39","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Midlands (England)","30-39","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Midlands (England)","30-39","Unknown","60","50","[c]","[c]"
"Leaver CS","2021","East Midlands (England)","30-39","White","110","110","[c]","[c]"
"Leaver CS","2021","East Midlands (England)","40-49","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Midlands (England)","40-49","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Midlands (England)","40-49","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Midlands (England)","40-49","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Midlands (England)","40-49","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Midlands (England)","40-49","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Midlands (England)","40-49","Unknown","50","50","[c]","[c]"
"Leaver CS","2021","East Midlands (England)","40-49","White","150","130","31370","27570"
"Leaver CS","2021","East Midlands (England)","50-59","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Midlands (England)","50-59","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Midlands (England)","50-59","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Midlands (England)","50-59","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Midlands (England)","50-59","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Midlands (England)","50-59","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Midlands (England)","50-59","Unknown","80","80","[c]","[c]"
"Leaver CS","2021","East Midlands (England)","50-59","White","310","280","30260","27570"
"Leaver CS","2021","East Midlands (England)","60-64","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Midlands (England)","60-64","Black","[c]","[c]","[c]","[c]"
