"Status","Year","Region_ITL1","Organisation","Responsibility_level","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","North East (England)","HM Land Registry","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North East (England)","HM Land Registry","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North East (England)","HM Land Registry","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North East (England)","HM Land Registry","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North East (England)","HM Prison and Probation Service","AA/AO","130","120","[c]","[c]"
"Leaver CS","2021","North East (England)","HM Prison and Probation Service","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North East (England)","HM Prison and Probation Service","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North East (England)","HM Prison and Probation Service","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North East (England)","HM Prison and Probation Service","Unknown","40","40","[c]","[c]"
"Leaver CS","2021","North East (England)","HM Revenue and Customs (excl. agencies)","AA/AO","430","330","[c]","[c]"
"Leaver CS","2021","North East (England)","HM Revenue and Customs (excl. agencies)","EO","130","100","[c]","[c]"
"Leaver CS","2021","North East (England)","HM Revenue and Customs (excl. agencies)","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North East (England)","HM Revenue and Customs (excl. agencies)","SEO/HEO","70","60","[c]","[c]"
"Leaver CS","2021","North East (England)","Home Office (incl. agencies)","AA/AO","40","30","[c]","[c]"
"Leaver CS","2021","North East (England)","Home Office (incl. agencies)","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North East (England)","Home Office (incl. agencies)","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North East (England)","Home Office (incl. agencies)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North East (England)","Insolvency Service","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North East (England)","Insolvency Service","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North East (England)","Legal Aid Agency","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North East (England)","Legal Aid Agency","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North East (England)","Ministry of Defence (excl. agencies)","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North East (England)","Ministry of Defence (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North East (England)","Ministry of Defence (excl. agencies)","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North East (England)","Ministry of Defence (excl. agencies)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North East (England)","Ministry of Housing, Communities and Local Government (excl. agencies)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North East (England)","Ministry of Justice (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North East (England)","Ministry of Justice (excl. agencies)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North East (England)","National Crime Agency","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North East (England)","National Savings and Investments","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North East (England)","Public Health England","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North East (England)","Public Health England","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North East (England)","Public Health England","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North East (England)","Public Health England","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North East (England)","Public Health England","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North East (England)","Rural Payments Agency","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North East (England)","Rural Payments Agency","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North East (England)","Rural Payments Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North East (England)","Valuation Office Agency","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North East (England)","Valuation Office Agency","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North East (England)","Valuation Office Agency","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North East (England)","Valuation Office Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North West (England)","Advisory, Conciliation and Arbitration Service","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North West (England)","Advisory, Conciliation and Arbitration Service","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North West (England)","Animal and Plant Health Agency","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North West (England)","Animal and Plant Health Agency","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North West (England)","Cabinet Office (excl. agencies)","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North West (England)","Cabinet Office (excl. agencies)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North West (England)","Charity Commission","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North West (England)","Charity Commission","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North West (England)","Charity Commission","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North West (England)","Crown Commercial Service","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North West (England)","Crown Commercial Service","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North West (England)","Crown Commercial Service","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North West (England)","Crown Commercial Service","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North West (England)","Crown Prosecution Service","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North West (England)","Crown Prosecution Service","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North West (England)","Crown Prosecution Service","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North West (England)","Crown Prosecution Service","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North West (England)","Defence Equipment and Support","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North West (England)","Defence Equipment and Support","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North West (England)","Department for Business, Energy and Industrial Strategy (excl. agencies)","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North West (England)","Department for Education (excl. agencies)","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North West (England)","Department for Education (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North West (England)","Department for Education (excl. agencies)","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North West (England)","Department for Education (excl. agencies)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North West (England)","Department for Environment, Food and Rural Affairs (excl. agencies)","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North West (England)","Department for Environment, Food and Rural Affairs (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North West (England)","Department for Environment, Food and Rural Affairs (excl. agencies)","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North West (England)","Department for Environment, Food and Rural Affairs (excl. agencies)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North West (England)","Department for International Trade","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North West (England)","Department for Work and Pensions (excl. agencies)","AA/AO","440","380","20700","21010"
"Leaver CS","2021","North West (England)","Department for Work and Pensions (excl. agencies)","EO","300","250","27330","27570"
"Leaver CS","2021","North West (England)","Department for Work and Pensions (excl. agencies)","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North West (England)","Department for Work and Pensions (excl. agencies)","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North West (England)","Department for Work and Pensions (excl. agencies)","SEO/HEO","70","60","34870","34290"
"Leaver CS","2021","North West (England)","Driver and Vehicle Standards Agency","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North West (England)","Driver and Vehicle Standards Agency","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North West (England)","Driver and Vehicle Standards Agency","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North West (England)","Driver and Vehicle Standards Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North West (England)","Education and Skills Funding Agency","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North West (England)","Education and Skills Funding Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North West (England)","Food Standards Agency","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North West (England)","Government Internal Audit Agency","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North West (England)","Government Internal Audit Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North West (England)","Health and Safety Executive","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North West (England)","Health and Safety Executive","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North West (England)","Health and Safety Executive","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North West (England)","Health and Safety Executive","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North West (England)","Health and Safety Executive","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North West (England)","HM Courts and Tribunals Service","AA/AO","130","110","19350","19930"
"Leaver CS","2021","North West (England)","HM Courts and Tribunals Service","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North West (England)","HM Courts and Tribunals Service","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North West (England)","HM Courts and Tribunals Service","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North West (England)","HM Courts and Tribunals Service","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North West (England)","HM Land Registry","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North West (England)","HM Land Registry","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North West (England)","HM Land Registry","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North West (England)","HM Land Registry","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North West (England)","HM Prison and Probation Service","AA/AO","300","270","[c]","[c]"
"Leaver CS","2021","North West (England)","HM Prison and Probation Service","EO","30","30","[c]","[c]"
"Leaver CS","2021","North West (England)","HM Prison and Probation Service","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North West (England)","HM Prison and Probation Service","SEO/HEO","40","30","[c]","[c]"
"Leaver CS","2021","North West (England)","HM Prison and Probation Service","Unknown","100","90","[c]","[c]"
"Leaver CS","2021","North West (England)","HM Revenue and Customs (excl. agencies)","AA/AO","270","210","[c]","[c]"
"Leaver CS","2021","North West (England)","HM Revenue and Customs (excl. agencies)","EO","90","70","[c]","[c]"
"Leaver CS","2021","North West (England)","HM Revenue and Customs (excl. agencies)","G6/G7","30","30","[c]","[c]"
"Leaver CS","2021","North West (England)","HM Revenue and Customs (excl. agencies)","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North West (England)","HM Revenue and Customs (excl. agencies)","SEO/HEO","90","70","[c]","[c]"
"Leaver CS","2021","North West (England)","HM Revenue and Customs (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North West (England)","Home Office (incl. agencies)","AA/AO","110","80","20550","21010"
"Leaver CS","2021","North West (England)","Home Office (incl. agencies)","EO","90","80","25150","24890"
"Leaver CS","2021","North West (England)","Home Office (incl. agencies)","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North West (England)","Home Office (incl. agencies)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North West (England)","Insolvency Service","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North West (England)","Insolvency Service","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North West (England)","Insolvency Service","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North West (England)","Insolvency Service","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North West (England)","Legal Aid Agency","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North West (England)","Legal Aid Agency","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North West (England)","Maritime and Coastguard Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North West (England)","Ministry of Defence (excl. agencies)","AA/AO","50","40","[c]","[c]"
"Leaver CS","2021","North West (England)","Ministry of Defence (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North West (England)","Ministry of Defence (excl. agencies)","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North West (England)","Ministry of Defence (excl. agencies)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North West (England)","Ministry of Defence (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North West (England)","Ministry of Housing, Communities and Local Government (excl. agencies)","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North West (England)","Ministry of Housing, Communities and Local Government (excl. agencies)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North West (England)","Ministry of Justice (excl. agencies)","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North West (England)","Ministry of Justice (excl. agencies)","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North West (England)","Ministry of Justice (excl. agencies)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North West (England)","National Crime Agency","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North West (England)","National Crime Agency","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North West (England)","National Crime Agency","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North West (England)","National Crime Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North West (England)","Office for Standards in Education, Children's Services and Skills","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North West (England)","Office for Standards in Education, Children's Services and Skills","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North West (England)","Office for Standards in Education, Children's Services and Skills","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North West (England)","Office for Standards in Education, Children's Services and Skills","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North West (England)","Office of Rail and Road","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North West (England)","Public Health England","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North West (England)","Public Health England","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North West (England)","Public Health England","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North West (England)","Public Health England","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North West (England)","Public Health England","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North West (England)","Rural Payments Agency","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North West (England)","Rural Payments Agency","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North West (England)","Rural Payments Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North West (England)","Submarine Delivery Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North West (England)","Valuation Office Agency","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North West (England)","Valuation Office Agency","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North West (England)","Valuation Office Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Northern Ireland","Companies House","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Northern Ireland","Food Standards Agency","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Northern Ireland","Food Standards Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Northern Ireland","HM Revenue and Customs (excl. agencies)","AA/AO","50","40","[c]","[c]"
"Leaver CS","2021","Northern Ireland","HM Revenue and Customs (excl. agencies)","EO","40","30","[c]","[c]"
"Leaver CS","2021","Northern Ireland","HM Revenue and Customs (excl. agencies)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Northern Ireland","Home Office (incl. agencies)","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Northern Ireland","Home Office (incl. agencies)","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Northern Ireland","Home Office (incl. agencies)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Northern Ireland","Maritime and Coastguard Agency","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Northern Ireland","Maritime and Coastguard Agency","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Northern Ireland","Ministry of Defence (excl. agencies)","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Northern Ireland","Ministry of Defence (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Northern Ireland","Ministry of Defence (excl. agencies)","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Northern Ireland","Ministry of Defence (excl. agencies)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Northern Ireland","National Crime Agency","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Northern Ireland","National Crime Agency","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Northern Ireland","National Crime Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Northern Ireland","Northern Ireland Office","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Overseas","Defence Equipment and Support","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Overseas","Department for International Development","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Overseas","Department for International Development","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Overseas","Foreign and Commonwealth Office (excl. agencies)","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Overseas","Foreign and Commonwealth Office (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Overseas","Foreign and Commonwealth Office (excl. agencies)","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Overseas","Foreign and Commonwealth Office (excl. agencies)","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Overseas","Foreign and Commonwealth Office (excl. agencies)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Overseas","Foreign, Commonwealth and Development Office (excl. agencies)","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Overseas","Foreign, Commonwealth and Development Office (excl. agencies)","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Overseas","Foreign, Commonwealth and Development Office (excl. agencies)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Overseas","Home Office (incl. agencies)","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Overseas","Home Office (incl. agencies)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Overseas","Home Office (incl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Overseas","Met Office","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Overseas","Ministry of Defence (excl. agencies)","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Overseas","Ministry of Defence (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Overseas","Ministry of Defence (excl. agencies)","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Overseas","Ministry of Defence (excl. agencies)","SEO/HEO","70","70","36490","36960"
"Leaver CS","2021","Overseas","Ministry of Defence (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Overseas","National Crime Agency","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Overseas","National Crime Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Overseas","Scottish Government (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland","Accountant in Bankruptcy","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland","Accountant in Bankruptcy","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland","Accountant in Bankruptcy","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland","Advisory, Conciliation and Arbitration Service","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland","Advisory, Conciliation and Arbitration Service","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland","Animal and Plant Health Agency","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland","Animal and Plant Health Agency","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland","Animal and Plant Health Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland","Cabinet Office (excl. agencies)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland","Companies House","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland","Competition and Markets Authority","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland","Competition and Markets Authority","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland","Competition and Markets Authority","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland","Criminal Injuries Compensation Authority","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland","Criminal Injuries Compensation Authority","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland","Criminal Injuries Compensation Authority","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland","Crown Office and Procurator Fiscal Service","AA/AO","50","40","[c]","[c]"
"Leaver CS","2021","Scotland","Crown Office and Procurator Fiscal Service","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland","Crown Office and Procurator Fiscal Service","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland","Crown Office and Procurator Fiscal Service","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland","Crown Office and Procurator Fiscal Service","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland","Defence Equipment and Support","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland","Defence Equipment and Support","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland","Department for Business, Energy and Industrial Strategy (excl. agencies)","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland","Department for Environment, Food and Rural Affairs (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland","Department for Environment, Food and Rural Affairs (excl. agencies)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland","Department for International Development","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland","Department for International Development","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland","Department for International Development","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland","Department for International Development","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland","Department for Work and Pensions (excl. agencies)","AA/AO","190","160","20730","21010"
"Leaver CS","2021","Scotland","Department for Work and Pensions (excl. agencies)","EO","160","130","27240","27570"
"Leaver CS","2021","Scotland","Department for Work and Pensions (excl. agencies)","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland","Department for Work and Pensions (excl. agencies)","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland","Department for Work and Pensions (excl. agencies)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland","Disclosure Scotland","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland","Disclosure Scotland","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland","Disclosure Scotland","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland","Driver and Vehicle Standards Agency","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland","Driver and Vehicle Standards Agency","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland","Driver and Vehicle Standards Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland","Education Scotland","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland","Education Scotland","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland","Education Scotland","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland","Education Scotland","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland","Food Standards Scotland","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland","Food Standards Scotland","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland","Food Standards Scotland","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland","Food Standards Scotland","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland","Foreign, Commonwealth and Development Office (excl. agencies)","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland","Foreign, Commonwealth and Development Office (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland","Foreign, Commonwealth and Development Office (excl. agencies)","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland","Foreign, Commonwealth and Development Office (excl. agencies)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland","Forestry and Land Scotland","AA/AO","30","30","[c]","[c]"
"Leaver CS","2021","Scotland","Forestry and Land Scotland","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland","Forestry and Land Scotland","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland","Forestry and Land Scotland","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland","Government Internal Audit Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland","Health and Safety Executive","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland","Health and Safety Executive","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland","Health and Safety Executive","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland","Health and Safety Executive","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland","HM Courts and Tribunals Service","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland","HM Courts and Tribunals Service","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland","HM Revenue and Customs (excl. agencies)","AA/AO","380","310","[c]","[c]"
"Leaver CS","2021","Scotland","HM Revenue and Customs (excl. agencies)","EO","110","90","[c]","[c]"
"Leaver CS","2021","Scotland","HM Revenue and Customs (excl. agencies)","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland","HM Revenue and Customs (excl. agencies)","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland","HM Revenue and Customs (excl. agencies)","SEO/HEO","80","60","[c]","[c]"
"Leaver CS","2021","Scotland","Home Office (incl. agencies)","AA/AO","[c]","[c]","[c]","[c]"
