"Status","Year","Ethnicity","Profession_of_post","Parent_department","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","Chinese","Legal","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Legal","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Legal","Department for Education","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Legal","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Legal","HM Land Registry","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Legal","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Legal","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Legal","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Legal","Office for Standards in Education","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Legal","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Legal","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Legal","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Legal","UK Supreme Court","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Legal","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Legal","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Medicine","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Medicine","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Medicine","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Medicine","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Medicine","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Operational Delivery","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Operational Delivery","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Operational Delivery","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Operational Delivery","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Operational Delivery","Department for Education","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Operational Delivery","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Operational Delivery","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Operational Delivery","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Operational Delivery","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Operational Delivery","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Operational Delivery","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Operational Delivery","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Operational Delivery","HM Land Registry","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Operational Delivery","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Operational Delivery","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Operational Delivery","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Operational Delivery","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Operational Delivery","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Operational Delivery","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Operational Delivery","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Operational Delivery","Office for Standards in Education","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Operational Delivery","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Operational Delivery","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Operational Delivery","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Operational Delivery","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Operational Delivery","Scotland Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Operational Delivery","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Operational Delivery","The National Archives","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Operational Delivery","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Operational Delivery","UK Supreme Court","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Operational Delivery","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Operational Delivery","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Operational Delivery","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Operational Research","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Operational Research","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Operational Research","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Operational Research","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Operational Research","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Operational Research","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Other","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Other","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Other","Chancellor's other departments","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Other","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Other","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Other","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Other","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Other","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Other","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Other","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Other","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Other","HM Land Registry","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Other","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Other","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Other","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Other","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Other","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Other","Office for Standards in Education","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Other","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Other","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Other","The National Archives","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Other","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Planning","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Planning","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Planning","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Planning","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Planning Inspectors","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Policy","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Policy","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Policy","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Policy","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Policy","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Policy","Department for Education","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Policy","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Policy","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Policy","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Policy","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Policy","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Policy","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Policy","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Policy","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Policy","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Policy","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Policy","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Policy","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Policy","Office for Standards in Education","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Policy","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Policy","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Policy","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Policy","Scotland Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Policy","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Policy","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Policy","Wales Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Policy","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Policy","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Project Delivery","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Project Delivery","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Project Delivery","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Project Delivery","Department for Education","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Project Delivery","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Project Delivery","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Project Delivery","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Project Delivery","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Project Delivery","HM Land Registry","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Project Delivery","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Project Delivery","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Project Delivery","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Project Delivery","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Project Delivery","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Project Delivery","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Project Delivery","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Project Delivery","Office for Standards in Education","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Project Delivery","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Project Delivery","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Project Delivery","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Project Delivery","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Project Delivery","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Project Delivery","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Project Delivery","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Property","Chancellor's other departments","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Property","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Property","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Property","Department for Education","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Property","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Property","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Property","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Property","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Property","HM Land Registry","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Property","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Property","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Property","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Property","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Property","Office for Standards in Education","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Property","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Property","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Property","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Property","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Psychology","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Psychology","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Psychology","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Science and Engineering","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Science and Engineering","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Science and Engineering","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Science and Engineering","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Science and Engineering","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Science and Engineering","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Science and Engineering","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Science and Engineering","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Science and Engineering","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Science and Engineering","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Science and Engineering","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Science and Engineering","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Science and Engineering","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Security","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Security","Chancellor's other departments","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Security","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Security","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Security","Department for Education","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Security","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Security","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Security","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Security","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Security","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Security","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Security","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Security","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Social Research","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Social Research","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Social Research","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Social Research","Office for Standards in Education","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Social Research","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Social Research","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Statistics","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Statistics","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Statistics","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Statistics","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Statistics","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Statistics","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Statistics","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Statistics","Office for Standards in Education","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Statistics","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Statistics","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Unknown","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Unknown","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Unknown","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Unknown","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Unknown","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Unknown","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Unknown","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Unknown","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Unknown","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Unknown","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Unknown","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Unknown","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Unknown","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Unknown","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Unknown","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Unknown","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Unknown","Scotland Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Unknown","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Veterinarian","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Veterinarian","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Commercial","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Commercial","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Commercial","Department for Education","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Commercial","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Commercial","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Commercial","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Commercial","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Commercial","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Commercial","HM Land Registry","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Commercial","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Commercial","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Commercial","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Commercial","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Commercial","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Commercial","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Commercial","Office for Standards in Education","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Commercial","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Commercial","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Commercial","The National Archives","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Commercial","UK Supreme Court","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Commercial","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Communications","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Communications","Chancellor's other departments","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Communications","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Communications","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Communications","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Communications","Department for Education","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Communications","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Communications","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Communications","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Communications","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Communications","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Communications","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Communications","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Communications","HM Land Registry","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Communications","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Communications","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Communications","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Communications","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Communications","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Communications","Office for Standards in Education","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Communications","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Communications","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Communications","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Communications","The National Archives","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Communications","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Communications","Wales Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Communications","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Communications","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Corporate Finance","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Corporate Finance","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Corporate Finance","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Corporate Finance","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Corporate Finance","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Counter Fraud","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Counter Fraud","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Counter Fraud","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Counter Fraud","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Counter Fraud","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Counter Fraud","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Digital, Data and Technology","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Digital, Data and Technology","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Digital, Data and Technology","Chancellor's other departments","[c]","[c]","[c]","[c]"
