"Status","Year","Region_ITL3","Organisation","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Bexley and Greenwich","Maritime and Coastguard Agency","Female","[c]","[c]","[c]","[c]"
"In post","2021","Bexley and Greenwich","Maritime and Coastguard Agency","Male","[c]","[c]","[c]","[c]"
"In post","2021","Bexley and Greenwich","Ministry of Defence (excl. agencies)","Female","50","50","31090","24590"
"In post","2021","Bexley and Greenwich","Ministry of Defence (excl. agencies)","Male","70","60","34960","33950"
"In post","2021","Bexley and Greenwich","Ministry of Justice (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"In post","2021","Bexley and Greenwich","Ministry of Justice (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","Advisory, Conciliation and Arbitration Service","Female","60","50","30520","30950"
"In post","2021","Birmingham","Advisory, Conciliation and Arbitration Service","Male","30","30","[c]","[c]"
"In post","2021","Birmingham","Cabinet Office (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","Cabinet Office (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","Crown Commercial Service","Female","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","Crown Commercial Service","Male","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","Crown Prosecution Service","Female","330","300","38170","32290"
"In post","2021","Birmingham","Crown Prosecution Service","Male","160","160","43130","40420"
"In post","2021","Birmingham","Department for Business, Energy and Industrial Strategy (excl. agencies)","Female","80","80","39300","36740"
"In post","2021","Birmingham","Department for Business, Energy and Industrial Strategy (excl. agencies)","Male","70","70","40860","36740"
"In post","2021","Birmingham","Department for International Trade","Female","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","Department for International Trade","Male","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","Department for Transport (excl. agencies)","Female","40","30","[c]","[c]"
"In post","2021","Birmingham","Department for Transport (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","Department for Work and Pensions (excl. agencies)","Female","1360","1160","26740","27570"
"In post","2021","Birmingham","Department for Work and Pensions (excl. agencies)","Male","800","760","26600","27570"
"In post","2021","Birmingham","Driver and Vehicle Standards Agency","Female","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","Driver and Vehicle Standards Agency","Male","70","70","28230","26780"
"In post","2021","Birmingham","Food Standards Agency","Female","40","30","[c]","[c]"
"In post","2021","Birmingham","Food Standards Agency","Male","40","40","[c]","[c]"
"In post","2021","Birmingham","Government Internal Audit Agency","Female","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","Government Internal Audit Agency","Male","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","Government Property Agency","Female","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","Government Property Agency","Male","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","Health and Safety Executive","Female","40","40","[c]","[c]"
"In post","2021","Birmingham","Health and Safety Executive","Male","40","40","[c]","[c]"
"In post","2021","Birmingham","HM Courts and Tribunals Service","Female","560","500","22610","20650"
"In post","2021","Birmingham","HM Courts and Tribunals Service","Male","320","310","24370","20650"
"In post","2021","Birmingham","HM Prison and Probation Service","Female","600","550","29250","26240"
"In post","2021","Birmingham","HM Prison and Probation Service","Male","420","410","30600","28200"
"In post","2021","Birmingham","HM Revenue and Customs (excl. agencies)","Female","1420","1290","29850","25560"
"In post","2021","Birmingham","HM Revenue and Customs (excl. agencies)","Male","1380","1340","32500","31810"
"In post","2021","Birmingham","Home Office (incl. agencies)","Female","70","60","28460","25580"
"In post","2021","Birmingham","Home Office (incl. agencies)","Male","60","60","31800","25310"
"In post","2021","Birmingham","Insolvency Service","Female","230","220","30340","26290"
"In post","2021","Birmingham","Insolvency Service","Male","190","190","32370","29940"
"In post","2021","Birmingham","Legal Aid Agency","Female","80","70","24550","21170"
"In post","2021","Birmingham","Legal Aid Agency","Male","30","30","[c]","[c]"
"In post","2021","Birmingham","Met Office","Female","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","Met Office","Male","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","Ministry of Defence (excl. agencies)","Female","140","130","33550","33150"
"In post","2021","Birmingham","Ministry of Defence (excl. agencies)","Male","120","120","34660","33300"
"In post","2021","Birmingham","Ministry of Housing, Communities and Local Government (excl. agencies)","Female","70","70","40190","36340"
"In post","2021","Birmingham","Ministry of Housing, Communities and Local Government (excl. agencies)","Male","60","60","37100","36340"
"In post","2021","Birmingham","Ministry of Justice (excl. agencies)","Female","60","60","40740","36830"
"In post","2021","Birmingham","Ministry of Justice (excl. agencies)","Male","80","80","44780","45190"
"In post","2021","Birmingham","National Crime Agency","Female","180","170","34930","34140"
"In post","2021","Birmingham","National Crime Agency","Male","240","230","39810","36740"
"In post","2021","Birmingham","Office for Standards in Education, Children's Services and Skills","Female","100","100","52200","51360"
"In post","2021","Birmingham","Office for Standards in Education, Children's Services and Skills","Male","50","50","61070","74280"
"In post","2021","Birmingham","Office of Rail and Road","Female","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","Office of Rail and Road","Male","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","Office of the Public Guardian","Female","540","490","22300","19930"
"In post","2021","Birmingham","Office of the Public Guardian","Male","450","430","22300","19930"
"In post","2021","Birmingham","Public Health England","Female","340","300","40330","34530"
"In post","2021","Birmingham","Public Health England","Male","110","110","46930","36330"
"In post","2021","Birmingham","Valuation Office Agency","Female","80","70","31460","27570"
"In post","2021","Birmingham","Valuation Office Agency","Male","100","90","35190","32100"
"In post","2021","Birmingham","Water Services Regulation Authority","Female","90","90","49210","43240"
"In post","2021","Birmingham","Water Services Regulation Authority","Male","80","80","51890","50220"
"In post","2021","Blackburn with Darwen","Department for Work and Pensions (excl. agencies)","Female","210","180","26560","27570"
"In post","2021","Blackburn with Darwen","Department for Work and Pensions (excl. agencies)","Male","150","140","26670","27570"
"In post","2021","Blackburn with Darwen","Driver and Vehicle Standards Agency","Female","[c]","[c]","[c]","[c]"
"In post","2021","Blackburn with Darwen","Driver and Vehicle Standards Agency","Male","[c]","[c]","[c]","[c]"
"In post","2021","Blackburn with Darwen","HM Courts and Tribunals Service","Female","30","30","[c]","[c]"
"In post","2021","Blackburn with Darwen","HM Courts and Tribunals Service","Male","[c]","[c]","[c]","[c]"
"In post","2021","Blackburn with Darwen","HM Prison and Probation Service","Female","50","40","[c]","[c]"
"In post","2021","Blackburn with Darwen","HM Prison and Probation Service","Male","[c]","[c]","[c]","[c]"
"In post","2021","Blackburn with Darwen","HM Revenue and Customs (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"In post","2021","Blackburn with Darwen","HM Revenue and Customs (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"In post","2021","Blackburn with Darwen","Legal Aid Agency","Female","[c]","[c]","[c]","[c]"
"In post","2021","Blackburn with Darwen","Legal Aid Agency","Male","[c]","[c]","[c]","[c]"
"In post","2021","Blackburn with Darwen","Ministry of Defence (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"In post","2021","Blackburn with Darwen","Ministry of Defence (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"In post","2021","Blackburn with Darwen","Ministry of Justice (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"In post","2021","Blackburn with Darwen","Ministry of Justice (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"In post","2021","Blackpool","Cabinet Office (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"In post","2021","Blackpool","Cabinet Office (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"In post","2021","Blackpool","Department for Work and Pensions (excl. agencies)","Female","3040","2680","28040","27570"
"In post","2021","Blackpool","Department for Work and Pensions (excl. agencies)","Male","1860","1800","29880","27570"
"In post","2021","Blackpool","Driver and Vehicle Standards Agency","Female","[c]","[c]","[c]","[c]"
"In post","2021","Blackpool","Driver and Vehicle Standards Agency","Male","[c]","[c]","[c]","[c]"
"In post","2021","Blackpool","Government Internal Audit Agency","Female","[c]","[c]","[c]","[c]"
"In post","2021","Blackpool","Government Internal Audit Agency","Male","[c]","[c]","[c]","[c]"
"In post","2021","Blackpool","HM Courts and Tribunals Service","Female","40","30","[c]","[c]"
"In post","2021","Blackpool","HM Courts and Tribunals Service","Male","[c]","[c]","[c]","[c]"
"In post","2021","Blackpool","HM Prison and Probation Service","Female","50","50","28600","28200"
"In post","2021","Blackpool","HM Prison and Probation Service","Male","[c]","[c]","[c]","[c]"
"In post","2021","Blackpool","Insolvency Service","Female","40","30","[c]","[c]"
"In post","2021","Blackpool","Insolvency Service","Male","[c]","[c]","[c]","[c]"
"In post","2021","Blackpool","Ministry of Defence (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"In post","2021","Blackpool","Ministry of Defence (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"In post","2021","Blackpool","Ministry of Justice (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"In post","2021","Blackpool","Ministry of Justice (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"In post","2021","Blackpool","National Savings and Investments","Female","[c]","[c]","[c]","[c]"
"In post","2021","Blackpool","National Savings and Investments","Male","[c]","[c]","[c]","[c]"
"In post","2021","Bournemouth and Poole","Department for Work and Pensions (excl. agencies)","Female","190","150","27290","27570"
"In post","2021","Bournemouth and Poole","Department for Work and Pensions (excl. agencies)","Male","90","90","27600","27570"
"In post","2021","Bournemouth and Poole","Driver and Vehicle Standards Agency","Female","[c]","[c]","[c]","[c]"
"In post","2021","Bournemouth and Poole","Driver and Vehicle Standards Agency","Male","[c]","[c]","[c]","[c]"
"In post","2021","Bournemouth and Poole","HM Courts and Tribunals Service","Female","80","70","23380","20100"
"In post","2021","Bournemouth and Poole","HM Courts and Tribunals Service","Male","30","30","[c]","[c]"
"In post","2021","Bournemouth and Poole","HM Prison and Probation Service","Female","80","70","30720","28200"
"In post","2021","Bournemouth and Poole","HM Prison and Probation Service","Male","[c]","[c]","[c]","[c]"
"In post","2021","Bournemouth and Poole","Home Office (incl. agencies)","Female","[c]","[c]","[c]","[c]"
"In post","2021","Bournemouth and Poole","Home Office (incl. agencies)","Male","60","50","27600","27370"
"In post","2021","Bournemouth and Poole","Ministry of Defence (excl. agencies)","Female","40","30","[c]","[c]"
"In post","2021","Bournemouth and Poole","Ministry of Defence (excl. agencies)","Male","60","60","24140","20620"
"In post","2021","Bournemouth and Poole","Ministry of Justice (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"In post","2021","Bournemouth and Poole","Ministry of Justice (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"In post","2021","Bradford","Cabinet Office (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"In post","2021","Bradford","Cabinet Office (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"In post","2021","Bradford","Department for Work and Pensions (excl. agencies)","Female","560","470","25550","27570"
"In post","2021","Bradford","Department for Work and Pensions (excl. agencies)","Male","340","320","24880","27570"
"In post","2021","Bradford","Driver and Vehicle Standards Agency","Female","[c]","[c]","[c]","[c]"
"In post","2021","Bradford","Driver and Vehicle Standards Agency","Male","[c]","[c]","[c]","[c]"
"In post","2021","Bradford","Food Standards Agency","Female","[c]","[c]","[c]","[c]"
"In post","2021","Bradford","Food Standards Agency","Male","[c]","[c]","[c]","[c]"
"In post","2021","Bradford","HM Courts and Tribunals Service","Female","160","130","21810","20100"
"In post","2021","Bradford","HM Courts and Tribunals Service","Male","50","50","20640","19570"
"In post","2021","Bradford","HM Prison and Probation Service","Female","90","80","30010","28200"
"In post","2021","Bradford","HM Prison and Probation Service","Male","40","40","[c]","[c]"
"In post","2021","Bradford","HM Revenue and Customs (excl. agencies)","Female","1050","880","28090","25560"
"In post","2021","Bradford","HM Revenue and Customs (excl. agencies)","Male","790","750","29120","25560"
"In post","2021","Bradford","Ministry of Justice (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"In post","2021","Bradford","Ministry of Justice (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"In post","2021","Breckland and South Norfolk","Department for Work and Pensions (excl. agencies)","Female","40","30","[c]","[c]"
"In post","2021","Breckland and South Norfolk","Department for Work and Pensions (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"In post","2021","Breckland and South Norfolk","Food Standards Agency","Female","[c]","[c]","[c]","[c]"
"In post","2021","Breckland and South Norfolk","Food Standards Agency","Male","[c]","[c]","[c]","[c]"
"In post","2021","Breckland and South Norfolk","HM Prison and Probation Service","Female","170","160","27200","24440"
