"Status","Year","Region_ITL2","Organisation","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Eastern Scotland","Department for International Trade","International Trade","[c]","[c]","[c]","[c]"
"In post","2021","Eastern Scotland","Department for Work and Pensions (excl. agencies)","Unknown","3240","2890","25080","27570"
"In post","2021","Eastern Scotland","Driver and Vehicle Standards Agency","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Eastern Scotland","Driver and Vehicle Standards Agency","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Eastern Scotland","Driver and Vehicle Standards Agency","Operational Delivery","120","110","28510","26780"
"In post","2021","Eastern Scotland","Driver and Vehicle Standards Agency","Operational Research","[c]","[c]","[c]","[c]"
"In post","2021","Eastern Scotland","Driver and Vehicle Standards Agency","Policy","[c]","[c]","[c]","[c]"
"In post","2021","Eastern Scotland","Driver and Vehicle Standards Agency","Property","[c]","[c]","[c]","[c]"
"In post","2021","Eastern Scotland","Education Scotland","Unknown","110","100","53100","56120"
"In post","2021","Eastern Scotland","Food Standards Scotland","Unknown","30","30","[c]","[c]"
"In post","2021","Eastern Scotland","Forestry and Land Scotland","Unknown","330","320","34100","31060"
"In post","2021","Eastern Scotland","Government Actuary's Department","Other","[c]","[c]","[c]","[c]"
"In post","2021","Eastern Scotland","Government Internal Audit Agency","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Eastern Scotland","Government Internal Audit Agency","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Eastern Scotland","Government Property Agency","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Eastern Scotland","Government Property Agency","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Eastern Scotland","Government Property Agency","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2021","Eastern Scotland","Health and Safety Executive","Operational Delivery","50","40","[c]","[c]"
"In post","2021","Eastern Scotland","HM Courts and Tribunals Service","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","Eastern Scotland","HM Courts and Tribunals Service","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Eastern Scotland","HM Courts and Tribunals Service","Operational Delivery","[c]","[c]","[c]","[c]"
