"Status","Year","Sex","Organisation","Parent_department","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Female","Transport Scotland","Scottish Government","230","220","42350","39660"
"In post","2022","Female","UK Debt Management Office","HM Treasury","40","30","[c]","[c]"
"In post","2022","Female","UK Export Finance","UK Export Finance","220","210","48260","42000"
"In post","2022","Female","UK Health Security Agency","Department of Health and Social Care","4340","3980","41020","36330"
"In post","2022","Female","UK Hydrographic Office","Ministry of Defence","310","290","34240","33290"
"In post","2022","Female","UK Space Agency","Department for Business, Energy and Industrial Strategy","130","130","43540","40050"
"In post","2022","Female","UK Statistics Authority","UK Statistics Authority","3360","2950","32720","30710"
"In post","2022","Female","UK Supreme Court","UK Supreme Court","[c]","[c]","[c]","[c]"
"In post","2022","Female","Valuation Office Agency","HM Revenue and Customs","1990","1810","33290","29440"
"In post","2022","Female","Vehicle Certification Agency","Department for Transport","80","70","28740","26710"
"In post","2022","Female","Veterinary Medicines Directorate","Department for Environment, Food and Rural Affairs","110","110","37820","35580"
"In post","2022","Female","Water Services Regulation Authority","Water Services Regulation Authority","140","130","52660","44850"
"In post","2022","Female","Welsh Government (excl. agencies)","Welsh Government","3510","3250","40780","38160"
"In post","2022","Female","Welsh Revenue Authority","Welsh Government","50","40","[c]","[c]"
"In post","2022","Female","Wilton Park","Foreign, Commonwealth and Development Office","70","70","35030","30700"
"In post","2022","Male","Accountant in Bankruptcy","Scottish Government","40","40","[c]","[c]"
"In post","2022","Male","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","420","400","34810","31140"
"In post","2022","Male","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","1180","1140","31810","28680"
"In post","2022","Male","Attorney General's Office","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2022","Male","Cabinet Office (excl. agencies)","Cabinet Office","4590","4560","50080","42240"
"In post","2022","Male","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","330","330","36010","30660"
"In post","2022","Male","Charity Commission","Charity Commission","180","180","33970","29160"
"In post","2022","Male","Companies House","Department for Business, Energy and Industrial Strategy","520","510","32770","29910"
"In post","2022","Male","Competition and Markets Authority","Competition and Markets Authority","430","420","64140","59450"
"In post","2022","Male","Criminal Injuries Compensation Authority","Ministry of Justice","140","140","26970","25120"
"In post","2022","Male","Crown Commercial Service","Cabinet Office","380","380","41240","38980"
"In post","2022","Male","Crown Office and Procurator Fiscal Service","Scottish Government","680","660","38350","33070"
"In post","2022","Male","Crown Prosecution Service","Attorney General's Departments","2310","2260","44740","48080"
"In post","2022","Male","Defence Electronics and Components Agency","Ministry of Defence","370","350","29330","29470"
"In post","2022","Male","Defence Equipment and Support","Ministry of Defence","7030","6890","37980","36080"
"In post","2022","Male","Defence Science and Technology Laboratory","Ministry of Defence","2990","2930","42390","41460"
"In post","2022","Male","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","3010","2980","49960","53160"
"In post","2022","Male","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","910","910","47640","51730"
"In post","2022","Male","Department for Education (excl. agencies)","Department for Education","2510","2480","45170","41990"
"In post","2022","Male","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","2900","2860","43170","38750"
"In post","2022","Male","Department for International Trade","Department for International Trade","1490","1480","47770","44030"
"In post","2022","Male","Department for Levelling Up, Housing and Communities (excl. agencies)","Department for Levelling Up, Housing and Communities","1570","1550","46180","42140"
"In post","2022","Male","Department for Transport (excl. agencies)","Department for Transport","2040","2000","50090","46710"
"In post","2022","Male","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","32410","31130","29130","27570"
"In post","2022","Male","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","1430","1410","48960","49530"
"In post","2022","Male","Disclosure Scotland","Scottish Government","180","170","28930","23230"
"In post","2022","Male","Driver and Vehicle Licensing Agency","Department for Transport","2560","2470","29050","21840"
"In post","2022","Male","Driver and Vehicle Standards Agency","Department for Transport","3410","3260","29860","27930"
"In post","2022","Male","Education and Skills Funding Agency","Department for Education","840","830","42720","37100"
"In post","2022","Male","Education Scotland","Scottish Government","90","90","59200","65280"
"In post","2022","Male","Estyn","Estyn","50","50","[c]","[c]"
"In post","2022","Male","FCDO Services","Foreign, Commonwealth and Development Office","780","750","40820","39090"
"In post","2022","Male","Food Standards Agency","Food Standards Agency","810","790","36410","30810"
"In post","2022","Male","Food Standards Scotland","Scottish Government","160","150","36350","31540"
"In post","2022","Male","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","3440","3410","50840","51500"
"In post","2022","Male","Forestry and Land Scotland","Scottish Government","670","650","33080","31060"
"In post","2022","Male","Government Actuary's Department","Chancellor's other departments","140","130","68050","57250"
"In post","2022","Male","Government Internal Audit Agency","HM Treasury","220","210","51350","49750"
"In post","2022","Male","Government Legal Department","Attorney General's Departments","920","900","54440","52040"
"In post","2022","Male","Government Property Agency","Cabinet Office","170","170","53850","54700"
"In post","2022","Male","Health and Safety Executive","Department for Work and Pensions","1340","1300","47560","45130"
"In post","2022","Male","HM Courts and Tribunals Service","Ministry of Justice","4730","4570","27730","23720"
"In post","2022","Male","HM Crown Prosecution Service Inspectorate","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2022","Male","HM Land Registry","HM Land Registry","2620","2480","32540","27130"
"In post","2022","Male","HM Prison and Probation Service","Ministry of Justice","28690","27400","31120","30210"
"In post","2022","Male","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","32150","31050","34480","33080"
"In post","2022","Male","HM Treasury (excl. agencies)","HM Treasury","1060","1050","48990","52500"
"In post","2022","Male","Home Office","Home Office","17660","17020","33290","28650"
"In post","2022","Male","Institute for Apprenticeships and Technical Education","Department for Education","100","100","50750","50260"
"In post","2022","Male","Intellectual Property Office","Department for Business, Energy and Industrial Strategy","900","870","42080","41420"
"In post","2022","Male","Legal Aid Agency","Ministry of Justice","460","450","31840","25120"
"In post","2022","Male","Maritime and Coastguard Agency","Department for Transport","760","760","39940","36040"
"In post","2022","Male","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","450","450","49850","44460"
"In post","2022","Male","Met Office","Department for Business, Energy and Industrial Strategy","1350","1300","40640","39650"
"In post","2022","Male","Ministry of Defence (excl. agencies)","Ministry of Defence","20890","20520","33700","32670"
"In post","2022","Male","Ministry of Justice (excl. agencies)","Ministry of Justice","2650","2610","45070","41750"
"In post","2022","Male","National Crime Agency","National Crime Agency","3050","3020","42670","40170"
"In post","2022","Male","National Infrastructure Commission","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2022","Male","National Records of Scotland","Scottish Government","210","200","35630","31540"
"In post","2022","Male","National Savings and Investments","Chancellor's other departments","100","100","54210","49010"
