"Status","Year","Sexual_orientation","Organisation","Sex","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2022","Heterosexual / straight","Northern Ireland Office","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Northern Ireland Office","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Office for Budget Responsibility","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Office for Budget Responsibility","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Office for Standards in Education, Children's Services and Skills","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Office for Standards in Education, Children's Services and Skills","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Office of Gas and Electricity Markets","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Office of Gas and Electricity Markets","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Office of Qualifications and Examinations Regulation","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Office of Qualifications and Examinations Regulation","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Office of Rail and Road","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Office of Rail and Road","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Office of the Public Guardian","Female","60","60","24090","22570"
"Leaver Dept.","2022","Heterosexual / straight","Office of the Public Guardian","Male","40","40","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Office of the Secretary of State for Wales","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Office of the Secretary of State for Wales","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Planning Inspectorate","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Planning Inspectorate","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Public Health England","Female","3120","2830","39550","34170"
"Leaver Dept.","2022","Heterosexual / straight","Public Health England","Male","1330","1260","44980","38150"
"Leaver Dept.","2022","Heterosexual / straight","Queen Elizabeth II Centre","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Queen Elizabeth II Centre","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Registers of Scotland","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Registers of Scotland","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Royal Fleet Auxiliary","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Royal Fleet Auxiliary","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Rural Payments Agency","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Rural Payments Agency","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Scottish Courts and Tribunals Service","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Scottish Courts and Tribunals Service","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Scottish Forestry","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Scottish Forestry","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Scottish Government (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Scottish Government (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Serious Fraud Office","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Serious Fraud Office","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Social Security Scotland","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Social Security Scotland","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Standards and Testing Agency","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Standards and Testing Agency","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Student Awards Agency for Scotland","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Student Awards Agency for Scotland","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Submarine Delivery Agency","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Submarine Delivery Agency","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Teaching Regulation Agency","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Teaching Regulation Agency","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","The Insolvency Service","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","The Insolvency Service","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","The National Archives","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","The National Archives","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Transport Scotland","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Transport Scotland","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","UK Export Finance","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","UK Export Finance","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","UK Health Security Agency","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","UK Health Security Agency","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","UK Hydrographic Office","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","UK Hydrographic Office","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","UK Statistics Authority","Female","70","70","32230","29540"
"Leaver Dept.","2022","Heterosexual / straight","UK Statistics Authority","Male","50","50","41010","36840"
"Leaver Dept.","2022","Heterosexual / straight","UK Statistics Authority","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Valuation Office Agency","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Valuation Office Agency","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Vehicle Certification Agency","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Vehicle Certification Agency","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Veterinary Medicines Directorate","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Veterinary Medicines Directorate","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Water Services Regulation Authority","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Water Services Regulation Authority","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Welsh Government (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Welsh Government (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Welsh Revenue Authority","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Welsh Revenue Authority","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Wilton Park","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Wilton Park","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Advisory, Conciliation and Arbitration Service","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Advisory, Conciliation and Arbitration Service","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Animal and Plant Health Agency","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Animal and Plant Health Agency","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Attorney General's Office","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Attorney General's Office","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Cabinet Office (excl. agencies)","Female","40","40","[c]","[c]"
"Leaver Dept.","2022","LGBO","Cabinet Office (excl. agencies)","Male","50","50","[c]","[c]"
"Leaver Dept.","2022","LGBO","Centre for Environment, Fisheries and Aquaculture Science","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Centre for Environment, Fisheries and Aquaculture Science","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Charity Commission","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Charity Commission","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Companies House","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Companies House","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Competition and Markets Authority","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Competition and Markets Authority","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Criminal Injuries Compensation Authority","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Criminal Injuries Compensation Authority","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Crown Commercial Service","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Crown Commercial Service","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Crown Office and Procurator Fiscal Service","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Crown Office and Procurator Fiscal Service","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Crown Prosecution Service","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Crown Prosecution Service","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Defence Equipment and Support","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Defence Equipment and Support","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Defence Science and Technology Laboratory","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Defence Science and Technology Laboratory","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Department for Business, Energy and Industrial Strategy (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Department for Business, Energy and Industrial Strategy (excl. agencies)","Male","40","40","[c]","[c]"
"Leaver Dept.","2022","LGBO","Department for Digital, Culture, Media and Sport","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Department for Digital, Culture, Media and Sport","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Department for Education (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Department for Education (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Department for Environment, Food and Rural Affairs (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Department for Environment, Food and Rural Affairs (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Department for International Trade","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Department for International Trade","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Department for Levelling Up, Housing and Communities (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Department for Levelling Up, Housing and Communities (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Department for Transport (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Department for Transport (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Department for Work and Pensions (excl. agencies)","Female","80","80","27770","27570"
"Leaver Dept.","2022","LGBO","Department for Work and Pensions (excl. agencies)","Male","100","100","29670","27570"
"Leaver Dept.","2022","LGBO","Department of Health and Social Care (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Department of Health and Social Care (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Disclosure Scotland","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Disclosure Scotland","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Driver and Vehicle Licensing Agency","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Driver and Vehicle Licensing Agency","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Driver and Vehicle Standards Agency","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Driver and Vehicle Standards Agency","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Education and Skills Funding Agency","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Education and Skills Funding Agency","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Estyn","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Estyn","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","FCDO Services","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","FCDO Services","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Food Standards Agency","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Food Standards Agency","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Food Standards Scotland","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Food Standards Scotland","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Foreign, Commonwealth and Development Office (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Foreign, Commonwealth and Development Office (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Forestry and Land Scotland","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Forestry and Land Scotland","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Government Actuary's Department","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Government Actuary's Department","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Government Internal Audit Agency","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Government Internal Audit Agency","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Government Legal Department","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Government Legal Department","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Government Property Agency","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Government Property Agency","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Health and Safety Executive","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Health and Safety Executive","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","HM Courts and Tribunals Service","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","HM Courts and Tribunals Service","Male","[c]","[c]","[c]","[c]"
