"Status","Year","Region_ITL3","Function_of_post","Age","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","Liverpool","Legal","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Liverpool","Legal","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Liverpool","Legal","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Liverpool","No function","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Liverpool","No function","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Liverpool","No function","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Liverpool","No function","40-49","30","30","[c]","[c]"
"Leaver CS","2022","Liverpool","No function","50-59","40","40","[c]","[c]"
"Leaver CS","2022","Liverpool","No function","60-64","30","20","[c]","[c]"
"Leaver CS","2022","Liverpool","No function","65+","30","20","[c]","[c]"
"Leaver CS","2022","Liverpool","Security","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Liverpool","Security","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Liverpool","Unknown","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Liverpool","Unknown","20-29","110","100","23910","21680"
"Leaver CS","2022","Liverpool","Unknown","30-39","100","90","24880","24880"
"Leaver CS","2022","Liverpool","Unknown","40-49","50","40","[c]","[c]"
"Leaver CS","2022","Liverpool","Unknown","50-59","90","80","27940","25040"
"Leaver CS","2022","Liverpool","Unknown","60-64","70","50","[c]","[c]"
"Leaver CS","2022","Liverpool","Unknown","65+","70","40","[c]","[c]"
"Leaver CS","2022","Lochaber, Skye and Lochalsh, Arran and Cumbrae, and Argyll and Bute","No function","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Lochaber, Skye and Lochalsh, Arran and Cumbrae, and Argyll and Bute","No function","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Lochaber, Skye and Lochalsh, Arran and Cumbrae, and Argyll and Bute","Security","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Lochaber, Skye and Lochalsh, Arran and Cumbrae, and Argyll and Bute","Unknown","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Lochaber, Skye and Lochalsh, Arran and Cumbrae, and Argyll and Bute","Unknown","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Lochaber, Skye and Lochalsh, Arran and Cumbrae, and Argyll and Bute","Unknown","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Lochaber, Skye and Lochalsh, Arran and Cumbrae, and Argyll and Bute","Unknown","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Lochaber, Skye and Lochalsh, Arran and Cumbrae, and Argyll and Bute","Unknown","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Luton","No function","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Luton","No function","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Luton","No function","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Luton","No function","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Luton","No function","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Luton","No function","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Luton","Unknown","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Luton","Unknown","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Luton","Unknown","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Luton","Unknown","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Luton","Unknown","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Luton","Unknown","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Manchester","Analysis","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Manchester","Commercial","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Manchester","Commercial","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Manchester","Commercial","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Manchester","Commercial","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Manchester","Commercial","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Manchester","Communications","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Manchester","Communications","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Manchester","Communications","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Manchester","Counter Fraud","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Manchester","Counter Fraud","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Manchester","Counter Fraud","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Manchester","Counter Fraud","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Manchester","Digital, Data & Technology","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Manchester","Digital, Data & Technology","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Manchester","Digital, Data & Technology","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Manchester","Digital, Data & Technology","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Manchester","Digital, Data & Technology","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Manchester","Digital, Data & Technology","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Manchester","Finance","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Manchester","Finance","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Manchester","Finance","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Manchester","Finance","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Manchester","Finance","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Manchester","Human Resources","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Manchester","Human Resources","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Manchester","Human Resources","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Manchester","Human Resources","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Manchester","Internal Audit","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Manchester","Internal Audit","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Manchester","Legal","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Manchester","Legal","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Manchester","Legal","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Manchester","Legal","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Manchester","Legal","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Manchester","Legal","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Manchester","Legal","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Manchester","No function","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Manchester","No function","20-29","110","100","23360","23140"
"Leaver CS","2022","Manchester","No function","30-39","70","70","[c]","[c]"
"Leaver CS","2022","Manchester","No function","40-49","50","40","[c]","[c]"
"Leaver CS","2022","Manchester","No function","50-59","90","80","39160","27570"
"Leaver CS","2022","Manchester","No function","60-64","30","30","[c]","[c]"
"Leaver CS","2022","Manchester","No function","65+","40","30","[c]","[c]"
"Leaver CS","2022","Manchester","Project Delivery","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Manchester","Project Delivery","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Manchester","Project Delivery","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Manchester","Project Delivery","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Manchester","Project Delivery","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Manchester","Property","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Manchester","Property","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Manchester","Property","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Manchester","Property","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Manchester","Property","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Manchester","Property","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Manchester","Security","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Manchester","Unknown","20-29","30","30","[c]","[c]"
"Leaver CS","2022","Manchester","Unknown","30-39","30","30","[c]","[c]"
"Leaver CS","2022","Manchester","Unknown","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Manchester","Unknown","50-59","30","30","[c]","[c]"
"Leaver CS","2022","Manchester","Unknown","60-64","30","30","[c]","[c]"
"Leaver CS","2022","Manchester","Unknown","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Medway","Human Resources","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Medway","No function","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Medway","No function","20-29","50","50","[c]","[c]"
"Leaver CS","2022","Medway","No function","30-39","40","40","[c]","[c]"
"Leaver CS","2022","Medway","No function","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Medway","No function","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Medway","No function","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Medway","No function","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Medway","Security","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Medway","Unknown","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Medway","Unknown","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Medway","Unknown","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Medway","Unknown","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Medway","Unknown","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Merton, Kingston upon Thames and Sutton","Counter Fraud","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Merton, Kingston upon Thames and Sutton","Counter Fraud","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Merton, Kingston upon Thames and Sutton","Legal","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Merton, Kingston upon Thames and Sutton","Legal","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Merton, Kingston upon Thames and Sutton","No function","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Merton, Kingston upon Thames and Sutton","No function","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Merton, Kingston upon Thames and Sutton","No function","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Merton, Kingston upon Thames and Sutton","No function","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Merton, Kingston upon Thames and Sutton","No function","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Merton, Kingston upon Thames and Sutton","No function","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Merton, Kingston upon Thames and Sutton","Property","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Merton, Kingston upon Thames and Sutton","Property","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Merton, Kingston upon Thames and Sutton","Unknown","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Merton, Kingston upon Thames and Sutton","Unknown","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mid and East Antrim","Property","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mid Kent","Counter Fraud","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mid Kent","Counter Fraud","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mid Kent","Legal","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mid Kent","Legal","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mid Kent","No function","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mid Kent","No function","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mid Kent","No function","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mid Kent","No function","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mid Kent","No function","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mid Kent","No function","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mid Kent","No function","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mid Kent","Unknown","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mid Kent","Unknown","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mid Lancashire","Communications","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mid Lancashire","Counter Fraud","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mid Lancashire","Digital, Data & Technology","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mid Lancashire","Finance","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mid Lancashire","Human Resources","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mid Lancashire","Legal","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mid Lancashire","Legal","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mid Lancashire","Legal","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mid Lancashire","Legal","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mid Lancashire","Legal","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mid Lancashire","Legal","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mid Lancashire","No function","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mid Lancashire","No function","20-29","40","40","[c]","[c]"
"Leaver CS","2022","Mid Lancashire","No function","30-39","30","30","[c]","[c]"
"Leaver CS","2022","Mid Lancashire","No function","40-49","30","30","[c]","[c]"
"Leaver CS","2022","Mid Lancashire","No function","50-59","50","40","[c]","[c]"
"Leaver CS","2022","Mid Lancashire","No function","60-64","50","40","[c]","[c]"
"Leaver CS","2022","Mid Lancashire","No function","65+","40","30","[c]","[c]"
"Leaver CS","2022","Mid Lancashire","Project Delivery","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mid Lancashire","Project Delivery","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mid Lancashire","Project Delivery","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mid Lancashire","Property","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mid Lancashire","Property","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mid Lancashire","Property","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mid Lancashire","Security","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mid Lancashire","Security","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mid Lancashire","Unknown","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mid Lancashire","Unknown","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mid Lancashire","Unknown","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mid Lancashire","Unknown","50-59","40","30","[c]","[c]"
"Leaver CS","2022","Mid Lancashire","Unknown","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mid Lancashire","Unknown","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Milton Keynes","Commercial","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Milton Keynes","Commercial","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Milton Keynes","Commercial","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Milton Keynes","Communications","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Milton Keynes","Communications","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Milton Keynes","Digital, Data & Technology","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Milton Keynes","Digital, Data & Technology","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Milton Keynes","Digital, Data & Technology","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Milton Keynes","Digital, Data & Technology","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Milton Keynes","Finance","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Milton Keynes","Finance","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Milton Keynes","Finance","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Milton Keynes","Finance","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Milton Keynes","Finance","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Milton Keynes","Human Resources","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Milton Keynes","Human Resources","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Milton Keynes","Human Resources","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Milton Keynes","Legal","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Milton Keynes","Legal","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Milton Keynes","Legal","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Milton Keynes","No function","20-29","60","60","[c]","[c]"
"Leaver CS","2022","Milton Keynes","No function","30-39","50","40","[c]","[c]"
"Leaver CS","2022","Milton Keynes","No function","40-49","40","30","[c]","[c]"
"Leaver CS","2022","Milton Keynes","No function","50-59","30","30","[c]","[c]"
"Leaver CS","2022","Milton Keynes","No function","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Milton Keynes","No function","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Milton Keynes","Project Delivery","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Milton Keynes","Project Delivery","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Milton Keynes","Project Delivery","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Milton Keynes","Property","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Milton Keynes","Property","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Milton Keynes","Property","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Milton Keynes","Security","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Milton Keynes","Security","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Milton Keynes","Security","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Milton Keynes","Security","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Milton Keynes","Security","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Milton Keynes","Security","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Milton Keynes","Unknown","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Milton Keynes","Unknown","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Milton Keynes","Unknown","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Milton Keynes","Unknown","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Milton Keynes","Unknown","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Monmouthshire and Newport","Analysis","20-29","50","50","[c]","[c]"
"Leaver CS","2022","Monmouthshire and Newport","Analysis","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Monmouthshire and Newport","Analysis","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Monmouthshire and Newport","Analysis","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Monmouthshire and Newport","Analysis","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Monmouthshire and Newport","Commercial","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Monmouthshire and Newport","Commercial","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Monmouthshire and Newport","Commercial","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Monmouthshire and Newport","Communications","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Monmouthshire and Newport","Communications","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Monmouthshire and Newport","Counter Fraud","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Monmouthshire and Newport","Digital, Data & Technology","20-29","40","40","[c]","[c]"
"Leaver CS","2022","Monmouthshire and Newport","Digital, Data & Technology","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Monmouthshire and Newport","Digital, Data & Technology","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Monmouthshire and Newport","Digital, Data & Technology","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Monmouthshire and Newport","Digital, Data & Technology","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Monmouthshire and Newport","Digital, Data & Technology","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Monmouthshire and Newport","Finance","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Monmouthshire and Newport","Finance","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Monmouthshire and Newport","Finance","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Monmouthshire and Newport","Human Resources","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Monmouthshire and Newport","Human Resources","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Monmouthshire and Newport","Human Resources","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Monmouthshire and Newport","Human Resources","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Monmouthshire and Newport","Internal Audit","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Monmouthshire and Newport","No function","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Monmouthshire and Newport","No function","20-29","40","40","[c]","[c]"
"Leaver CS","2022","Monmouthshire and Newport","No function","30-39","30","30","[c]","[c]"
"Leaver CS","2022","Monmouthshire and Newport","No function","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Monmouthshire and Newport","No function","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Monmouthshire and Newport","No function","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Monmouthshire and Newport","No function","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Monmouthshire and Newport","Project Delivery","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Monmouthshire and Newport","Project Delivery","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Monmouthshire and Newport","Project Delivery","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Monmouthshire and Newport","Project Delivery","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Monmouthshire and Newport","Project Delivery","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Monmouthshire and Newport","Property","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Monmouthshire and Newport","Property","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Monmouthshire and Newport","Property","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Monmouthshire and Newport","Security","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Monmouthshire and Newport","Unknown","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Monmouthshire and Newport","Unknown","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Monmouthshire and Newport","Unknown","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Monmouthshire and Newport","Unknown","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Monmouthshire and Newport","Unknown","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Monmouthshire and Newport","Unknown","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Monmouthshire and Newport","Unknown","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Na h-Eileanan Siar","Debt","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Na h-Eileanan Siar","Debt","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Na h-Eileanan Siar","Debt","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Na h-Eileanan Siar","Debt","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Na h-Eileanan Siar","Debt","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Na h-Eileanan Siar","No function","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Na h-Eileanan Siar","No function","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Na h-Eileanan Siar","No function","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Na h-Eileanan Siar","No function","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Na h-Eileanan Siar","Unknown","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Newry, Mourne and Down","No function","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Newry, Mourne and Down","Security","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Newry, Mourne and Down","Unknown","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North and North East Lincolnshire","Counter Fraud","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North and North East Lincolnshire","Counter Fraud","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North and North East Lincolnshire","No function","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North and North East Lincolnshire","No function","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North and North East Lincolnshire","No function","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North and North East Lincolnshire","No function","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North and North East Lincolnshire","No function","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North and North East Lincolnshire","No function","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North and North East Lincolnshire","Property","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North and North East Lincolnshire","Unknown","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North and North East Lincolnshire","Unknown","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North and North East Lincolnshire","Unknown","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North and North East Lincolnshire","Unknown","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North and North East Lincolnshire","Unknown","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North and West Norfolk","No function","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North and West Norfolk","No function","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North and West Norfolk","No function","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North and West Norfolk","No function","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North and West Norfolk","No function","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North and West Norfolk","No function","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North and West Norfolk","Project Delivery","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North and West Norfolk","Project Delivery","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North and West Norfolk","Project Delivery","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North and West Norfolk","Project Delivery","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North and West Norfolk","Property","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North and West Norfolk","Property","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North and West Norfolk","Security","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North and West Norfolk","Security","30-39","[c]","[c]","[c]","[c]"
