"Status","Year","Disability","Region_ITL3","Age","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","Declared non-disabled","Cheshire West and Chester","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Cheshire West and Chester","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Chorley and West Lancashire","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Chorley and West Lancashire","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Chorley and West Lancashire","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Chorley and West Lancashire","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Chorley and West Lancashire","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Chorley and West Lancashire","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","City of Edinburgh","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","City of Edinburgh","20-29","80","80","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","City of Edinburgh","30-39","70","70","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","City of Edinburgh","40-49","50","40","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","City of Edinburgh","50-59","60","60","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","City of Edinburgh","60-64","100","90","52750","47490"
"Leaver CS","2022","Declared non-disabled","City of Edinburgh","65+","40","30","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Clackmannanshire and Fife","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Clackmannanshire and Fife","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Clackmannanshire and Fife","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Clackmannanshire and Fife","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Clackmannanshire and Fife","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Clackmannanshire and Fife","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Conwy and Denbighshire","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Conwy and Denbighshire","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Conwy and Denbighshire","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Conwy and Denbighshire","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Conwy and Denbighshire","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Conwy and Denbighshire","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Cornwall and Isles of Scilly","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Cornwall and Isles of Scilly","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Cornwall and Isles of Scilly","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Cornwall and Isles of Scilly","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Cornwall and Isles of Scilly","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Cornwall and Isles of Scilly","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Coventry","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Coventry","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Coventry","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Coventry","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Coventry","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Coventry","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Coventry","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Croydon","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Croydon","20-29","70","70","31520","30600"
"Leaver CS","2022","Declared non-disabled","Croydon","30-39","50","40","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Croydon","40-49","60","60","41770","32330"
"Leaver CS","2022","Declared non-disabled","Croydon","50-59","70","60","42130","32480"
"Leaver CS","2022","Declared non-disabled","Croydon","60-64","70","60","37760","31740"
"Leaver CS","2022","Declared non-disabled","Croydon","65+","60","50","32040","29170"
"Leaver CS","2022","Declared non-disabled","Darlington","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Darlington","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Darlington","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Darlington","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Darlington","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Darlington","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Darlington","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Derby","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Derby","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Derby","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Derby","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Derby","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Derby","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Derby","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Derry City and Strabane","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Derry City and Strabane","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Derry City and Strabane","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Devon CC","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Devon CC","20-29","90","90","22540","21260"
"Leaver CS","2022","Declared non-disabled","Devon CC","30-39","60","60","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Devon CC","40-49","50","50","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Devon CC","50-59","70","60","32890","27570"
"Leaver CS","2022","Declared non-disabled","Devon CC","60-64","60","50","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Devon CC","65+","40","30","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Dorset","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Dorset","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Dorset","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Dorset","50-59","30","30","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Dorset","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Dorset","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Dudley","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Dudley","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Dudley","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Dudley","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Dudley","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Dudley","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Dumfries and Galloway","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Dumfries and Galloway","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Dumfries and Galloway","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Dumfries and Galloway","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Dumfries and Galloway","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Dumfries and Galloway","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Durham","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Durham","20-29","40","40","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Durham","30-39","50","50","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Durham","40-49","30","30","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Durham","50-59","60","50","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Durham","60-64","50","40","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Durham","65+","40","30","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Ealing","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Ealing","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Ealing","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Ealing","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Ealing","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Ealing","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","East Ayrshire and North Ayrshire mainland","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","East Ayrshire and North Ayrshire mainland","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","East Ayrshire and North Ayrshire mainland","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","East Ayrshire and North Ayrshire mainland","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","East Ayrshire and North Ayrshire mainland","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","East Ayrshire and North Ayrshire mainland","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","East Ayrshire and North Ayrshire mainland","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","East Cumbria","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","East Cumbria","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","East Cumbria","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","East Cumbria","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","East Cumbria","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","East Cumbria","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","East Cumbria","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","East Derbyshire","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","East Derbyshire","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","East Derbyshire","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","East Derbyshire","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","East Derbyshire","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","East Derbyshire","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","East Derbyshire","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","50-59","40","30","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","East Kent","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","East Kent","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","East Kent","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","East Kent","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","East Kent","50-59","40","30","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","East Kent","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","East Kent","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","East Lancashire","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","East Lancashire","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","East Lancashire","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","East Lancashire","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","East Lancashire","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","East Lancashire","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","East Lothian and Midlothian","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","East Lothian and Midlothian","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","East Lothian and Midlothian","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","East Lothian and Midlothian","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","East Lothian and Midlothian","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","East Merseyside","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","East Merseyside","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","East Merseyside","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","East Merseyside","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","East Merseyside","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","East Merseyside","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","East Riding of Yorkshire","20-29","30","30","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","East Riding of Yorkshire","30-39","30","30","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","East Riding of Yorkshire","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","East Riding of Yorkshire","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","East Riding of Yorkshire","60-64","30","30","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","East Riding of Yorkshire","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","East Surrey","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","East Surrey","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","East Surrey","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","East Surrey","50-59","30","30","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","East Surrey","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","East Surrey","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","East Sussex CC","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","East Sussex CC","20-29","40","40","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","East Sussex CC","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","East Sussex CC","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","East Sussex CC","50-59","30","30","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","East Sussex CC","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","East Sussex CC","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Enfield","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Enfield","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Enfield","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Enfield","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Enfield","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Enfield","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Enfield","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Essex Haven Gateway","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Essex Haven Gateway","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Essex Haven Gateway","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Essex Haven Gateway","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Essex Haven Gateway","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Essex Haven Gateway","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Essex Thames Gateway","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Essex Thames Gateway","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Essex Thames Gateway","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Essex Thames Gateway","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Essex Thames Gateway","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Essex Thames Gateway","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Falkirk","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Falkirk","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Falkirk","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Falkirk","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Falkirk","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Falkirk","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Falkirk","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Fermanagh and Omagh","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Flintshire and Wrexham","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Flintshire and Wrexham","20-29","70","70","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Flintshire and Wrexham","30-39","50","50","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Flintshire and Wrexham","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Flintshire and Wrexham","50-59","40","30","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Flintshire and Wrexham","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Flintshire and Wrexham","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Flintshire and Wrexham","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Glasgow City","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Glasgow City","20-29","90","90","26060","24250"
"Leaver CS","2022","Declared non-disabled","Glasgow City","30-39","80","70","29620","26670"
"Leaver CS","2022","Declared non-disabled","Glasgow City","40-49","60","50","36620","27570"
"Leaver CS","2022","Declared non-disabled","Glasgow City","50-59","80","70","31820","27570"
"Leaver CS","2022","Declared non-disabled","Glasgow City","60-64","70","60","31790","27570"
"Leaver CS","2022","Declared non-disabled","Glasgow City","65+","60","40","27400","26120"
"Leaver CS","2022","Declared non-disabled","Gloucestershire CC","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Gloucestershire CC","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Gloucestershire CC","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Gloucestershire CC","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Gloucestershire CC","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Gloucestershire CC","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Greater Manchester North East","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Greater Manchester North East","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Greater Manchester North East","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Greater Manchester North East","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Greater Manchester North East","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Greater Manchester North East","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Greater Manchester North West","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Greater Manchester North West","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Greater Manchester North West","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Greater Manchester North West","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Greater Manchester North West","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Greater Manchester North West","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Greater Manchester South East","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Greater Manchester South East","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Greater Manchester South East","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Greater Manchester South East","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Greater Manchester South East","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Greater Manchester South East","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Greater Manchester South East","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Greater Manchester South West","20-29","80","70","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Greater Manchester South West","30-39","40","40","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Greater Manchester South West","40-49","40","40","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Greater Manchester South West","50-59","50","40","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Greater Manchester South West","60-64","40","40","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Greater Manchester South West","65+","40","30","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Gwent Valleys","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Gwent Valleys","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Gwent Valleys","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Gwent Valleys","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Gwent Valleys","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Gwent Valleys","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Gwynedd","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Gwynedd","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Gwynedd","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Gwynedd","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Gwynedd","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Gwynedd","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Hackney and Newham","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Hackney and Newham","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Hackney and Newham","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Hackney and Newham","50-59","50","50","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Hackney and Newham","60-64","40","40","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Hackney and Newham","65+","30","30","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Haringey and Islington","20-29","40","40","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Haringey and Islington","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Haringey and Islington","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Haringey and Islington","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Haringey and Islington","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Haringey and Islington","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Harrow and Hillingdon","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Harrow and Hillingdon","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Harrow and Hillingdon","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Harrow and Hillingdon","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Harrow and Hillingdon","50-59","30","20","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Harrow and Hillingdon","60-64","40","20","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Harrow and Hillingdon","65+","40","30","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Hartlepool and Stockton-on-Tees","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Hartlepool and Stockton-on-Tees","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Hartlepool and Stockton-on-Tees","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Hartlepool and Stockton-on-Tees","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Hartlepool and Stockton-on-Tees","60-64","[c]","[c]","[c]","[c]"
