"Status","Year","Disability","Region_ITL3","Age","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","Declared non-disabled","Hartlepool and Stockton-on-Tees","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Heart of Essex","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Heart of Essex","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Heart of Essex","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Heart of Essex","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Heart of Essex","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Heart of Essex","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Heart of Essex","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Herefordshire, County of","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Herefordshire, County of","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Herefordshire, County of","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Herefordshire, County of","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Herefordshire, County of","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Herefordshire, County of","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Hertfordshire CC","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Hertfordshire CC","20-29","40","40","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Hertfordshire CC","30-39","40","40","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Hertfordshire CC","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Hertfordshire CC","50-59","50","40","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Hertfordshire CC","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Hertfordshire CC","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Hounslow and Richmond upon Thames","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Hounslow and Richmond upon Thames","20-29","50","50","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Hounslow and Richmond upon Thames","30-39","30","30","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Hounslow and Richmond upon Thames","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Hounslow and Richmond upon Thames","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Hounslow and Richmond upon Thames","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Hounslow and Richmond upon Thames","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Inverclyde, East Renfrewshire, and Renfrewshire","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Inverclyde, East Renfrewshire, and Renfrewshire","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Inverclyde, East Renfrewshire, and Renfrewshire","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Inverclyde, East Renfrewshire, and Renfrewshire","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Inverclyde, East Renfrewshire, and Renfrewshire","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Inverclyde, East Renfrewshire, and Renfrewshire","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Inverness and Nairn, Moray, and Badenoch and Strathspey","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Inverness and Nairn, Moray, and Badenoch and Strathspey","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Inverness and Nairn, Moray, and Badenoch and Strathspey","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Inverness and Nairn, Moray, and Badenoch and Strathspey","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Inverness and Nairn, Moray, and Badenoch and Strathspey","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Inverness and Nairn, Moray, and Badenoch and Strathspey","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Isle of Anglesey","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Isle of Anglesey","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Isle of Anglesey","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Isle of Anglesey","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Isle of Anglesey","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Isle of Anglesey","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Isle of Wight","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Isle of Wight","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Isle of Wight","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Isle of Wight","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Isle of Wight","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Isle of Wight","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Isle of Wight","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Kensington & Chelsea and Hammersmith & Fulham","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Kensington & Chelsea and Hammersmith & Fulham","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Kensington & Chelsea and Hammersmith & Fulham","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Kensington & Chelsea and Hammersmith & Fulham","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Kensington & Chelsea and Hammersmith & Fulham","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Kensington & Chelsea and Hammersmith & Fulham","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Kensington & Chelsea and Hammersmith & Fulham","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Kent Thames Gateway","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Kent Thames Gateway","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Kent Thames Gateway","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Kent Thames Gateway","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Kent Thames Gateway","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Kent Thames Gateway","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Kent Thames Gateway","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Kingston upon Hull, City of","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Kingston upon Hull, City of","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Kingston upon Hull, City of","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Kingston upon Hull, City of","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Kingston upon Hull, City of","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Kingston upon Hull, City of","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Kingston upon Hull, City of","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Lambeth","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Lambeth","20-29","140","140","31200","31060"
"Leaver CS","2022","Declared non-disabled","Lambeth","30-39","170","160","38850","36330"
"Leaver CS","2022","Declared non-disabled","Lambeth","40-49","120","110","48070","42010"
"Leaver CS","2022","Declared non-disabled","Lambeth","50-59","110","100","45970","40060"
"Leaver CS","2022","Declared non-disabled","Lambeth","60-64","40","40","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Lambeth","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Lancaster and Wyre","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Lancaster and Wyre","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Lancaster and Wyre","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Lancaster and Wyre","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Lancaster and Wyre","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Lancaster and Wyre","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Lancaster and Wyre","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Leeds","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Leeds","20-29","180","180","24180","21680"
"Leaver CS","2022","Declared non-disabled","Leeds","30-39","130","120","32410","27570"
"Leaver CS","2022","Declared non-disabled","Leeds","40-49","80","80","37130","36330"
"Leaver CS","2022","Declared non-disabled","Leeds","50-59","140","130","35180","27570"
"Leaver CS","2022","Declared non-disabled","Leeds","60-64","100","80","36540","30450"
"Leaver CS","2022","Declared non-disabled","Leeds","65+","60","40","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Leeds","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Leicester","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Leicester","20-29","40","40","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Leicester","30-39","30","30","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Leicester","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Leicester","50-59","40","30","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Leicester","60-64","30","20","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Leicester","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Leicestershire CC and Rutland","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Leicestershire CC and Rutland","20-29","50","40","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Leicestershire CC and Rutland","30-39","40","40","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Leicestershire CC and Rutland","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Leicestershire CC and Rutland","50-59","30","30","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Leicestershire CC and Rutland","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Leicestershire CC and Rutland","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Lewisham and Southwark","20-29","40","40","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Lewisham and Southwark","30-39","70","60","41120","34540"
"Leaver CS","2022","Declared non-disabled","Lewisham and Southwark","40-49","40","40","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Lewisham and Southwark","50-59","60","60","50000","49680"
"Leaver CS","2022","Declared non-disabled","Lewisham and Southwark","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Lewisham and Southwark","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Lincolnshire CC","20-29","40","40","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Lincolnshire CC","30-39","30","30","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Lincolnshire CC","40-49","30","30","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Lincolnshire CC","50-59","40","40","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Lincolnshire CC","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Lincolnshire CC","65+","30","30","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Lisburn and Castlereagh","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Lisburn and Castlereagh","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Lisburn and Castlereagh","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Lisburn and Castlereagh","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Lisburn and Castlereagh","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Lisburn and Castlereagh","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Liverpool","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Liverpool","20-29","90","90","23240","21680"
"Leaver CS","2022","Declared non-disabled","Liverpool","30-39","80","70","25810","24890"
"Leaver CS","2022","Declared non-disabled","Liverpool","40-49","50","50","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Liverpool","50-59","90","80","31420","26160"
"Leaver CS","2022","Declared non-disabled","Liverpool","60-64","80","60","27440","22330"
"Leaver CS","2022","Declared non-disabled","Liverpool","65+","70","50","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Liverpool","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Lochaber, Skye and Lochalsh, Arran and Cumbrae, and Argyll and Bute","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Lochaber, Skye and Lochalsh, Arran and Cumbrae, and Argyll and Bute","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Lochaber, Skye and Lochalsh, Arran and Cumbrae, and Argyll and Bute","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Lochaber, Skye and Lochalsh, Arran and Cumbrae, and Argyll and Bute","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Lochaber, Skye and Lochalsh, Arran and Cumbrae, and Argyll and Bute","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Lochaber, Skye and Lochalsh, Arran and Cumbrae, and Argyll and Bute","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Luton","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Luton","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Luton","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Luton","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Luton","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Luton","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Manchester","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Manchester","20-29","80","80","25200","24890"
"Leaver CS","2022","Declared non-disabled","Manchester","30-39","80","80","34030","32010"
"Leaver CS","2022","Declared non-disabled","Manchester","40-49","50","50","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Manchester","50-59","100","90","40570","31060"
"Leaver CS","2022","Declared non-disabled","Manchester","60-64","50","40","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Manchester","65+","50","30","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Medway","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Medway","20-29","40","40","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Medway","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Medway","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Medway","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Medway","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Medway","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Merton, Kingston upon Thames and Sutton","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Merton, Kingston upon Thames and Sutton","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Merton, Kingston upon Thames and Sutton","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Merton, Kingston upon Thames and Sutton","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Merton, Kingston upon Thames and Sutton","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Merton, Kingston upon Thames and Sutton","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Mid and East Antrim","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Mid Kent","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Mid Kent","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Mid Kent","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Mid Kent","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Mid Kent","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Mid Kent","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Mid Kent","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Mid Lancashire","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Mid Lancashire","20-29","40","30","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Mid Lancashire","30-39","30","30","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Mid Lancashire","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Mid Lancashire","50-59","50","40","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Mid Lancashire","60-64","50","40","[c]","[c]"
