"Status","Year","Region_ITL3","Disability","Parent_department","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","West Cumbria","Declared non-disabled","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Cumbria","Declared non-disabled","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Cumbria","Declared non-disabled","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Cumbria","Declared non-disabled","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Cumbria","Undeclared","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Cumbria","Undeclared","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Cumbria","Undeclared","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Cumbria","Undeclared","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Cumbria","Unknown","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Cumbria","Unknown","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Cumbria","Unknown","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Essex","Declared disabled","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Essex","Declared disabled","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Essex","Declared disabled","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Essex","Declared disabled","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Essex","Declared disabled","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Essex","Declared disabled","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Essex","Declared disabled","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Essex","Declared non-disabled","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Essex","Declared non-disabled","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Essex","Declared non-disabled","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Essex","Declared non-disabled","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Essex","Declared non-disabled","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Essex","Declared non-disabled","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Essex","Declared non-disabled","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Essex","Unknown","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Essex","Unknown","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Essex","Unknown","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Kent","Declared disabled","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Kent","Declared disabled","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Kent","Declared disabled","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Kent","Declared disabled","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Kent","Declared non-disabled","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Kent","Declared non-disabled","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Kent","Declared non-disabled","Ministry of Defence","30","30","[c]","[c]"
"Leaver CS","2022","West Kent","Declared non-disabled","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Kent","Unknown","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Kent","Unknown","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Lothian","Declared disabled","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Lothian","Declared disabled","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Lothian","Declared disabled","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Lothian","Declared disabled","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Lothian","Declared disabled","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Lothian","Declared non-disabled","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Lothian","Declared non-disabled","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Lothian","Declared non-disabled","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Lothian","Declared non-disabled","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Lothian","Declared non-disabled","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Lothian","Undeclared","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Lothian","Unknown","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Lothian","Unknown","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Northamptonshire","Declared disabled","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Northamptonshire","Declared disabled","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Northamptonshire","Declared disabled","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Northamptonshire","Declared disabled","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Northamptonshire","Declared disabled","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Northamptonshire","Declared disabled","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Northamptonshire","Declared disabled","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Northamptonshire","Declared non-disabled","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Northamptonshire","Declared non-disabled","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Northamptonshire","Declared non-disabled","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Northamptonshire","Declared non-disabled","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Northamptonshire","Declared non-disabled","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Northamptonshire","Declared non-disabled","Ministry of Justice","80","70","[c]","[c]"
"Leaver CS","2022","West Northamptonshire","Declared non-disabled","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Northamptonshire","Undeclared","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Northamptonshire","Undeclared","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Northamptonshire","Undeclared","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Northamptonshire","Unknown","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Northamptonshire","Unknown","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Northamptonshire","Unknown","Ministry of Justice","40","30","[c]","[c]"
"Leaver CS","2022","West Surrey","Declared disabled","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Surrey","Declared disabled","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Surrey","Declared disabled","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Surrey","Declared disabled","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Surrey","Declared disabled","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Surrey","Declared disabled","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Surrey","Declared disabled","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Surrey","Declared disabled","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Surrey","Declared non-disabled","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Surrey","Declared non-disabled","Department for Environment, Food and Rural Affairs","60","50","37000","29430"
"Leaver CS","2022","West Surrey","Declared non-disabled","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Surrey","Declared non-disabled","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Surrey","Declared non-disabled","Department for Work and Pensions","30","30","[c]","[c]"
"Leaver CS","2022","West Surrey","Declared non-disabled","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Surrey","Declared non-disabled","Ministry of Justice","80","80","[c]","[c]"
"Leaver CS","2022","West Surrey","Declared non-disabled","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Surrey","Undeclared","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Surrey","Undeclared","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Surrey","Undeclared","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Surrey","Undeclared","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Surrey","Unknown","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Surrey","Unknown","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Surrey","Unknown","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Surrey","Unknown","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Surrey","Unknown","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Surrey","Unknown","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Sussex (North East)","Declared disabled","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Sussex (North East)","Declared disabled","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Sussex (North East)","Declared disabled","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Sussex (North East)","Declared disabled","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Sussex (North East)","Declared disabled","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Sussex (North East)","Declared disabled","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Sussex (North East)","Declared disabled","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Sussex (North East)","Declared disabled","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Sussex (North East)","Declared disabled","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Sussex (North East)","Declared non-disabled","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Sussex (North East)","Declared non-disabled","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Sussex (North East)","Declared non-disabled","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Sussex (North East)","Declared non-disabled","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Sussex (North East)","Declared non-disabled","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Sussex (North East)","Declared non-disabled","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Sussex (North East)","Declared non-disabled","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Sussex (North East)","Declared non-disabled","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Sussex (North East)","Declared non-disabled","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Sussex (North East)","Undeclared","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Sussex (North East)","Undeclared","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Sussex (North East)","Undeclared","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Sussex (North East)","Unknown","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Sussex (North East)","Unknown","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Sussex (North East)","Unknown","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Sussex (North East)","Unknown","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Sussex (North East)","Unknown","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Sussex (North East)","Unknown","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Sussex (South West)","Declared disabled","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Sussex (South West)","Declared disabled","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Sussex (South West)","Declared disabled","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Sussex (South West)","Declared disabled","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Sussex (South West)","Declared disabled","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Sussex (South West)","Declared disabled","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Sussex (South West)","Declared disabled","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Sussex (South West)","Declared disabled","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Sussex (South West)","Declared non-disabled","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Sussex (South West)","Declared non-disabled","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Sussex (South West)","Declared non-disabled","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Sussex (South West)","Declared non-disabled","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Sussex (South West)","Declared non-disabled","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Sussex (South West)","Declared non-disabled","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Sussex (South West)","Declared non-disabled","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Sussex (South West)","Declared non-disabled","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Sussex (South West)","Undeclared","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Sussex (South West)","Undeclared","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Sussex (South West)","Undeclared","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Sussex (South West)","Unknown","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Sussex (South West)","Unknown","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Sussex (South West)","Unknown","Ministry of Defence","[c]","[c]","[c]","[c]"
