"Status","Year","Parent_department","Age","Region_ITL3","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","Office for Standards in Education, Children's Services and Skills","60-64","Worcestershire CC","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office for Standards in Education, Children's Services and Skills","65+","Barking & Dagenham and Havering","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office for Standards in Education, Children's Services and Skills","65+","Blackburn with Darwen","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office for Standards in Education, Children's Services and Skills","65+","Enfield","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office for Standards in Education, Children's Services and Skills","65+","Heart of Essex","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office for Standards in Education, Children's Services and Skills","65+","Lewisham and Southwark","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office for Standards in Education, Children's Services and Skills","65+","Manchester","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office for Standards in Education, Children's Services and Skills","65+","North Northamptonshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office for Standards in Education, Children's Services and Skills","65+","Nottingham","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office for Standards in Education, Children's Services and Skills","65+","Oxfordshire CC","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office for Standards in Education, Children's Services and Skills","65+","South Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office for Standards in Education, Children's Services and Skills","65+","Staffordshire CC","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office for Standards in Education, Children's Services and Skills","65+","Warrington","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office for Standards in Education, Children's Services and Skills","65+","West Cumbria","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office for Standards in Education, Children's Services and Skills","65+","West Northamptonshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office for Standards in Education, Children's Services and Skills","65+","Westminster","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Gas and Electricity Markets","20-29","Glasgow City","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Gas and Electricity Markets","20-29","Tower Hamlets","40","40","[c]","[c]"
"Leaver CS","2022","Office of Gas and Electricity Markets","30-39","Glasgow City","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Gas and Electricity Markets","30-39","Tower Hamlets","40","40","[c]","[c]"
"Leaver CS","2022","Office of Gas and Electricity Markets","40-49","Cardiff and Vale of Glamorgan","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Gas and Electricity Markets","40-49","Glasgow City","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Gas and Electricity Markets","40-49","Tower Hamlets","40","40","[c]","[c]"
"Leaver CS","2022","Office of Gas and Electricity Markets","50-59","Glasgow City","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Gas and Electricity Markets","50-59","Tower Hamlets","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Gas and Electricity Markets","60-64","Glasgow City","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Gas and Electricity Markets","60-64","Tower Hamlets","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Gas and Electricity Markets","65+","Glasgow City","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Gas and Electricity Markets","65+","Tower Hamlets","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Qualifications and Examinations Regulation","20-29","Coventry","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Qualifications and Examinations Regulation","30-39","Coventry","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Qualifications and Examinations Regulation","40-49","Coventry","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Qualifications and Examinations Regulation","50-59","Coventry","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Qualifications and Examinations Regulation","60-64","Coventry","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Rail and Road","20-29","Bristol, City of","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Rail and Road","20-29","Tower Hamlets","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Rail and Road","30-39","Bristol, City of","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Rail and Road","30-39","Glasgow City","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Rail and Road","30-39","Manchester","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Rail and Road","30-39","Tower Hamlets","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Rail and Road","30-39","York","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Rail and Road","40-49","Bristol, City of","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Rail and Road","40-49","Glasgow City","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Rail and Road","40-49","Tower Hamlets","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Rail and Road","40-49","York","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Rail and Road","50-59","Birmingham","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Rail and Road","50-59","Manchester","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Rail and Road","50-59","Tower Hamlets","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Rail and Road","60-64","Tower Hamlets","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Rail and Road","60-64","York","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Rail and Road","65+","Bristol, City of","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Rail and Road","65+","Tower Hamlets","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of the Secretary of State for Scotland","20-29","City of Edinburgh","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of the Secretary of State for Scotland","20-29","Westminster","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of the Secretary of State for Scotland","30-39","Westminster","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of the Secretary of State for Scotland","50-59","City of Edinburgh","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of the Secretary of State for Scotland","65+","City of Edinburgh","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of the Secretary of State for Wales","20-29","Cardiff and Vale of Glamorgan","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of the Secretary of State for Wales","30-39","Cardiff and Vale of Glamorgan","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of the Secretary of State for Wales","50-59","Westminster","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of the Secretary of State for Wales","60-64","Westminster","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","16-19","City of Edinburgh","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","16-19","East Ayrshire and North Ayrshire mainland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","16-19","Glasgow City","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","16-19","South Lanarkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","16-19","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","20-29","Aberdeen City and Aberdeenshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","20-29","Angus and Dundee City","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","20-29","Caithness and Sutherland, and Ross and Cromarty","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","20-29","City of Edinburgh","120","110","27440","25120"
"Leaver CS","2022","Scottish Government","20-29","Clackmannanshire and Fife","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","20-29","Dumfries and Galloway","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","20-29","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","20-29","Falkirk","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","20-29","Glasgow City","50","50","27000","26990"
"Leaver CS","2022","Scottish Government","20-29","Inverclyde, East Renfrewshire, and Renfrewshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","20-29","Inverness and Nairn, Moray, and Badenoch and Strathspey","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","20-29","Lochaber, Skye and Lochalsh, Arran and Cumbrae, and Argyll and Bute","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","20-29","Na h-Eileanan Siar","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","20-29","North Lanarkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","20-29","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","20-29","Perth and Kinross, and Stirling","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","20-29","Scottish Borders","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","20-29","South Ayrshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","20-29","South Lanarkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","20-29","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","20-29","West Lothian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","30-39","Aberdeen City and Aberdeenshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","30-39","Angus and Dundee City","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","30-39","Caithness and Sutherland, and Ross and Cromarty","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","30-39","City of Edinburgh","80","80","36080","34800"
"Leaver CS","2022","Scottish Government","30-39","Clackmannanshire and Fife","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","30-39","Dumfries and Galloway","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","30-39","East Ayrshire and North Ayrshire mainland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","30-39","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","30-39","Falkirk","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","30-39","Glasgow City","30","30","[c]","[c]"
"Leaver CS","2022","Scottish Government","30-39","Inverclyde, East Renfrewshire, and Renfrewshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","30-39","Inverness and Nairn, Moray, and Badenoch and Strathspey","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","30-39","Lochaber, Skye and Lochalsh, Arran and Cumbrae, and Argyll and Bute","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","30-39","North Lanarkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","30-39","Orkney Islands","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","30-39","Perth and Kinross, and Stirling","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","30-39","Scottish Borders","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","30-39","South Lanarkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","30-39","West Lothian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","40-49","Aberdeen City and Aberdeenshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","40-49","Angus and Dundee City","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","40-49","Caithness and Sutherland, and Ross and Cromarty","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","40-49","Camden and City of London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","40-49","City of Edinburgh","70","60","39520","39660"
"Leaver CS","2022","Scottish Government","40-49","Clackmannanshire and Fife","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","40-49","Dumfries and Galloway","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","40-49","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","40-49","Falkirk","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","40-49","Glasgow City","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","40-49","Inverclyde, East Renfrewshire, and Renfrewshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","40-49","Inverness and Nairn, Moray, and Badenoch and Strathspey","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","40-49","Lochaber, Skye and Lochalsh, Arran and Cumbrae, and Argyll and Bute","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","40-49","North Lanarkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","40-49","Perth and Kinross, and Stirling","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","40-49","Scottish Borders","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","40-49","Shetland Islands","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","40-49","South Lanarkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","40-49","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","40-49","West Lothian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","50-59","Aberdeen City and Aberdeenshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","50-59","Angus and Dundee City","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","50-59","Caithness and Sutherland, and Ross and Cromarty","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","50-59","City of Edinburgh","110","100","44700","36940"
"Leaver CS","2022","Scottish Government","50-59","Clackmannanshire and Fife","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","50-59","Dumfries and Galloway","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","50-59","East Ayrshire and North Ayrshire mainland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","50-59","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","50-59","Falkirk","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","50-59","Glasgow City","40","40","[c]","[c]"
"Leaver CS","2022","Scottish Government","50-59","Inverclyde, East Renfrewshire, and Renfrewshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","50-59","Inverness and Nairn, Moray, and Badenoch and Strathspey","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","50-59","Lochaber, Skye and Lochalsh, Arran and Cumbrae, and Argyll and Bute","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","50-59","North Lanarkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","50-59","Perth and Kinross, and Stirling","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","50-59","Scottish Borders","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","50-59","South Ayrshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","50-59","South Lanarkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","50-59","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","50-59","West Lothian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","60-64","Aberdeen City and Aberdeenshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","60-64","Angus and Dundee City","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","60-64","Caithness and Sutherland, and Ross and Cromarty","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","60-64","City of Edinburgh","130","120","48450","46100"
"Leaver CS","2022","Scottish Government","60-64","Clackmannanshire and Fife","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","60-64","Dumfries and Galloway","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","60-64","East Ayrshire and North Ayrshire mainland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","60-64","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","60-64","Falkirk","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","60-64","Glasgow City","30","30","[c]","[c]"
"Leaver CS","2022","Scottish Government","60-64","Inverclyde, East Renfrewshire, and Renfrewshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","60-64","Inverness and Nairn, Moray, and Badenoch and Strathspey","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","60-64","Lochaber, Skye and Lochalsh, Arran and Cumbrae, and Argyll and Bute","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","60-64","North Lanarkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","60-64","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","60-64","Perth and Kinross, and Stirling","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","60-64","Scottish Borders","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","60-64","South Lanarkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","60-64","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","60-64","West Lothian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","65+","Aberdeen City and Aberdeenshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","65+","Angus and Dundee City","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","65+","Caithness and Sutherland, and Ross and Cromarty","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","65+","City of Edinburgh","70","60","38940","35680"
"Leaver CS","2022","Scottish Government","65+","Clackmannanshire and Fife","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","65+","Dumfries and Galloway","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","65+","East Ayrshire and North Ayrshire mainland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","65+","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","65+","Falkirk","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","65+","Glasgow City","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","65+","Inverclyde, East Renfrewshire, and Renfrewshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","65+","Inverness and Nairn, Moray, and Badenoch and Strathspey","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","65+","North Lanarkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","65+","Perth and Kinross, and Stirling","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","65+","Scottish Borders","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","65+","South Lanarkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","65+","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","65+","West Lothian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","The National Archives","16-19","Hounslow and Richmond upon Thames","[c]","[c]","[c]","[c]"
"Leaver CS","2022","The National Archives","20-29","Hounslow and Richmond upon Thames","[c]","[c]","[c]","[c]"
"Leaver CS","2022","The National Archives","30-39","Hounslow and Richmond upon Thames","[c]","[c]","[c]","[c]"
"Leaver CS","2022","The National Archives","40-49","Hounslow and Richmond upon Thames","[c]","[c]","[c]","[c]"
"Leaver CS","2022","The National Archives","50-59","Hounslow and Richmond upon Thames","[c]","[c]","[c]","[c]"
"Leaver CS","2022","The National Archives","60-64","Hounslow and Richmond upon Thames","[c]","[c]","[c]","[c]"
"Leaver CS","2022","The National Archives","65+","Hounslow and Richmond upon Thames","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Export Finance","20-29","Westminster","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Export Finance","30-39","Westminster","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Export Finance","40-49","Westminster","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Export Finance","50-59","Westminster","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Export Finance","60-64","Westminster","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Export Finance","65+","Westminster","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Statistics Authority","16-19","Monmouthshire and Newport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Statistics Authority","16-19","South Hampshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Statistics Authority","20-29","Monmouthshire and Newport","100","100","23950","19610"
"Leaver CS","2022","UK Statistics Authority","20-29","South Hampshire","60","60","23640","23050"
"Leaver CS","2022","UK Statistics Authority","20-29","Westminster","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Statistics Authority","30-39","Monmouthshire and Newport","50","50","33060","30210"
"Leaver CS","2022","UK Statistics Authority","30-39","South Hampshire","40","30","[c]","[c]"
"Leaver CS","2022","UK Statistics Authority","30-39","South Lanarkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Statistics Authority","30-39","Westminster","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Statistics Authority","40-49","Monmouthshire and Newport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Statistics Authority","40-49","South Hampshire","40","30","[c]","[c]"
"Leaver CS","2022","UK Statistics Authority","40-49","Westminster","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Statistics Authority","50-59","Monmouthshire and Newport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Statistics Authority","50-59","South Hampshire","70","50","27400","20230"
"Leaver CS","2022","UK Statistics Authority","50-59","Westminster","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Statistics Authority","60-64","Monmouthshire and Newport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Statistics Authority","60-64","South Hampshire","40","30","[c]","[c]"
"Leaver CS","2022","UK Statistics Authority","65+","Monmouthshire and Newport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Statistics Authority","65+","South Hampshire","70","40","22160","20100"
"Leaver CS","2022","UK Statistics Authority","65+","Westminster","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Supreme Court","20-29","Westminster","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Supreme Court","30-39","Westminster","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Supreme Court","40-49","Westminster","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Supreme Court","60-64","Westminster","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Water Services Regulation Authority","20-29","Birmingham","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Water Services Regulation Authority","30-39","Birmingham","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Water Services Regulation Authority","30-39","Cardiff and Vale of Glamorgan","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Water Services Regulation Authority","40-49","Birmingham","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Water Services Regulation Authority","50-59","Birmingham","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Water Services Regulation Authority","60-64","Birmingham","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Welsh Government","20-29","Cardiff and Vale of Glamorgan","30","30","[c]","[c]"
"Leaver CS","2022","Welsh Government","20-29","Central Valleys","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Welsh Government","20-29","Conwy and Denbighshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Welsh Government","20-29","Gwent Valleys","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Welsh Government","20-29","Gwynedd","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Welsh Government","20-29","Powys","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Welsh Government","20-29","South West Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Welsh Government","30-39","Bridgend and Neath Port Talbot","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Welsh Government","30-39","Cardiff and Vale of Glamorgan","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Welsh Government","30-39","Central Valleys","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Welsh Government","30-39","Conwy and Denbighshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Welsh Government","30-39","Isle of Anglesey","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Welsh Government","30-39","Monmouthshire and Newport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Welsh Government","30-39","South West Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Welsh Government","30-39","Swansea","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Welsh Government","40-49","Cardiff and Vale of Glamorgan","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Welsh Government","40-49","Central Valleys","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Welsh Government","40-49","Conwy and Denbighshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Welsh Government","40-49","Gwent Valleys","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Welsh Government","40-49","Powys","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Welsh Government","40-49","South West Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Welsh Government","40-49","Swansea","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Welsh Government","50-59","Cardiff and Vale of Glamorgan","30","30","[c]","[c]"
"Leaver CS","2022","Welsh Government","50-59","Central Valleys","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Welsh Government","50-59","Conwy and Denbighshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Welsh Government","50-59","Flintshire and Wrexham","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Welsh Government","50-59","Gwynedd","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Welsh Government","50-59","South West Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Welsh Government","50-59","Swansea","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Welsh Government","50-59","Westminster","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Welsh Government","60-64","Bridgend and Neath Port Talbot","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Welsh Government","60-64","Cardiff and Vale of Glamorgan","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Welsh Government","60-64","Central Valleys","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Welsh Government","60-64","Conwy and Denbighshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Welsh Government","60-64","Flintshire and Wrexham","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Welsh Government","60-64","Gwent Valleys","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Welsh Government","60-64","Gwynedd","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Welsh Government","60-64","Isle of Anglesey","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Welsh Government","60-64","Monmouthshire and Newport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Welsh Government","60-64","Powys","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Welsh Government","60-64","South West Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Welsh Government","60-64","Swansea","[c]","[c]","[c]","[c]"
