"Status","Year","Parent_department","Age","Region_ITL3","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","Welsh Government","65+","Bridgend and Neath Port Talbot","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Welsh Government","65+","Cardiff and Vale of Glamorgan","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Welsh Government","65+","Central Valleys","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Welsh Government","65+","Conwy and Denbighshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Welsh Government","65+","Gwent Valleys","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Welsh Government","65+","Gwynedd","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Welsh Government","65+","Monmouthshire and Newport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Welsh Government","65+","Powys","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Welsh Government","65+","South West Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Welsh Government","65+","Swansea","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Attorney General's Departments","20-29","Devon CC","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Attorney General's Departments","20-29","Leeds","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Attorney General's Departments","20-29","Lewisham and Southwark","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Attorney General's Departments","20-29","Liverpool","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Attorney General's Departments","20-29","Manchester","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Attorney General's Departments","20-29","Nottingham","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Attorney General's Departments","20-29","Swansea","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Attorney General's Departments","20-29","Tyneside","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Attorney General's Departments","20-29","Westminster","60","50","31480","27440"
"Leaver Dept.","2021","Attorney General's Departments","20-29","York","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Attorney General's Departments","30-39","Bristol, City of","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Attorney General's Departments","30-39","Cardiff and Vale of Glamorgan","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Attorney General's Departments","30-39","Hertfordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Attorney General's Departments","30-39","Leeds","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Attorney General's Departments","30-39","Lewisham and Southwark","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Attorney General's Departments","30-39","Liverpool","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Attorney General's Departments","30-39","Manchester","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Attorney General's Departments","30-39","Mid Lancashire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Attorney General's Departments","30-39","Nottingham","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Attorney General's Departments","30-39","Tyneside","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Attorney General's Departments","30-39","Westminster","50","40","[c]","[c]"
"Leaver Dept.","2021","Attorney General's Departments","40-49","Bath and North East Somerset, North Somerset and South Gloucestershire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Attorney General's Departments","40-49","Berkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Attorney General's Departments","40-49","Cardiff and Vale of Glamorgan","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Attorney General's Departments","40-49","Croydon","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Attorney General's Departments","40-49","Liverpool","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Attorney General's Departments","40-49","Nottingham","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Attorney General's Departments","40-49","South Hampshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Attorney General's Departments","40-49","Westminster","30","30","[c]","[c]"
"Leaver Dept.","2021","Attorney General's Departments","40-49","York","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Attorney General's Departments","50-59","Bath and North East Somerset, North Somerset and South Gloucestershire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Attorney General's Departments","50-59","Devon CC","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Attorney General's Departments","50-59","Hertfordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Attorney General's Departments","50-59","Leeds","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Attorney General's Departments","50-59","Liverpool","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Attorney General's Departments","50-59","Nottingham","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Attorney General's Departments","50-59","Tyneside","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Attorney General's Departments","50-59","Westminster","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Attorney General's Departments","50-59","York","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Attorney General's Departments","60-64","Tyneside","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Attorney General's Departments","60-64","Westminster","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Cabinet Office","16-19","Westminster","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Cabinet Office","20-29","Camden and City of London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Cabinet Office","20-29","City of Edinburgh","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Cabinet Office","20-29","Greater Manchester South West","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Cabinet Office","20-29","Lambeth","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Cabinet Office","20-29","Milton Keynes","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Cabinet Office","20-29","Nottingham","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Cabinet Office","20-29","Sheffield","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Cabinet Office","20-29","Tower Hamlets","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Cabinet Office","20-29","Tyneside","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Cabinet Office","20-29","Unknown","450","450","31890","32000"
"Leaver Dept.","2021","Cabinet Office","20-29","Westminster","260","260","35300","33630"
"Leaver Dept.","2021","Cabinet Office","20-29","York","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Cabinet Office","30-39","Bath and North East Somerset, North Somerset and South Gloucestershire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Cabinet Office","30-39","Bristol, City of","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Cabinet Office","30-39","Camden and City of London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Cabinet Office","30-39","City of Edinburgh","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Cabinet Office","30-39","Greater Manchester South West","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Cabinet Office","30-39","Leeds","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Cabinet Office","30-39","Liverpool","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Cabinet Office","30-39","Sheffield","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Cabinet Office","30-39","Tower Hamlets","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Cabinet Office","30-39","Tyneside","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Cabinet Office","30-39","Unknown","140","140","38260","32000"
"Leaver Dept.","2021","Cabinet Office","30-39","Westminster","200","190","50420","54470"
"Leaver Dept.","2021","Cabinet Office","30-39","York","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Cabinet Office","40-49","Bristol, City of","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Cabinet Office","40-49","Camden and City of London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Cabinet Office","40-49","Glasgow City","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Cabinet Office","40-49","Greater Manchester South West","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Cabinet Office","40-49","Leeds","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Cabinet Office","40-49","Liverpool","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Cabinet Office","40-49","Milton Keynes","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Cabinet Office","40-49","Norwich and East Norfolk","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Cabinet Office","40-49","Tower Hamlets","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Cabinet Office","40-49","Tyneside","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Cabinet Office","40-49","Unknown","30","30","[c]","[c]"
"Leaver Dept.","2021","Cabinet Office","40-49","Westminster","90","90","60210","57230"
"Leaver Dept.","2021","Cabinet Office","40-49","York","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Cabinet Office","50-59","Bristol, City of","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Cabinet Office","50-59","Greater Manchester South West","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Cabinet Office","50-59","Manchester","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Cabinet Office","50-59","Milton Keynes","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Cabinet Office","50-59","Sheffield","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Cabinet Office","50-59","Tower Hamlets","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Cabinet Office","50-59","Tyneside","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Cabinet Office","50-59","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Cabinet Office","50-59","Westminster","50","40","[c]","[c]"
"Leaver Dept.","2021","Cabinet Office","50-59","York","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Cabinet Office","60-64","Norwich and East Norfolk","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Cabinet Office","60-64","Westminster","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Cabinet Office","65+","Tower Hamlets","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Cabinet Office","65+","Westminster","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chancellor's other departments","20-29","Camden and City of London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chancellor's other departments","30-39","Camden and City of London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chancellor's other departments","30-39","Westminster","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chancellor's other departments","40-49","Camden and City of London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chancellor's other departments","50-59","Westminster","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Charity Commission","20-29","Sefton","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Charity Commission","20-29","Westminster","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Charity Commission","30-39","Sefton","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Charity Commission","30-39","Westminster","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Charity Commission","40-49","Monmouthshire and Newport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Charity Commission","50-59","Sefton","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Charity Commission","50-59","Westminster","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Competition and Markets Authority","20-29","City of Edinburgh","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Competition and Markets Authority","20-29","Tower Hamlets","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Competition and Markets Authority","30-39","Tower Hamlets","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Competition and Markets Authority","40-49","Tower Hamlets","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Competition and Markets Authority","50-59","Tower Hamlets","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy","20-29","Birmingham","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy","20-29","Blackpool","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy","20-29","Brighton and Hove","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy","20-29","Bristol, City of","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy","20-29","Cardiff and Vale of Glamorgan","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy","20-29","City of Edinburgh","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy","20-29","Glasgow City","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy","20-29","Hackney and Newham","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy","20-29","Leeds","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy","20-29","Manchester","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy","20-29","Monmouthshire and Newport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy","20-29","Shetland Islands","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy","20-29","Southampton","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy","20-29","Tyneside","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy","20-29","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy","20-29","Westminster","180","170","38180","33640"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy","30-39","Birmingham","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy","30-39","Bristol, City of","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy","30-39","Cambridgeshire CC","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy","30-39","Camden and City of London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy","30-39","Cardiff and Vale of Glamorgan","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy","30-39","City of Edinburgh","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy","30-39","Devon CC","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy","30-39","Glasgow City","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy","30-39","Hackney and Newham","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy","30-39","Leeds","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy","30-39","Manchester","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy","30-39","Monmouthshire and Newport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy","30-39","Nottingham","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy","30-39","Southend-on-Sea","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy","30-39","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy","30-39","Westminster","130","120","49110","52300"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy","40-49","Birmingham","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy","40-49","Blackpool","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy","40-49","Cambridgeshire CC","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy","40-49","Camden and City of London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy","40-49","Cardiff and Vale of Glamorgan","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy","40-49","City of Edinburgh","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy","40-49","Devon CC","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy","40-49","Glasgow City","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy","40-49","Hackney and Newham","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy","40-49","Hounslow and Richmond upon Thames","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy","40-49","Leeds","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy","40-49","Manchester","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy","40-49","Medway","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy","40-49","Monmouthshire and Newport","[c]","[c]","[c]","[c]"
