"Status","Year","Region_ITL1","Sex","Function_of_post","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2021","East Midlands (England)","Female","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East Midlands (England)","Female","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East Midlands (England)","Female","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East Midlands (England)","Female","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East Midlands (England)","Female","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East Midlands (England)","Female","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East Midlands (England)","Female","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East Midlands (England)","Female","No function","70","70","22660","21170"
"Leaver Dept.","2021","East Midlands (England)","Female","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East Midlands (England)","Female","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East Midlands (England)","Female","Unknown","60","60","[c]","[c]"
"Leaver Dept.","2021","East Midlands (England)","Male","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East Midlands (England)","Male","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East Midlands (England)","Male","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East Midlands (England)","Male","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East Midlands (England)","Male","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East Midlands (England)","Male","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East Midlands (England)","Male","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East Midlands (England)","Male","No function","50","40","[c]","[c]"
"Leaver Dept.","2021","East Midlands (England)","Male","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East Midlands (England)","Male","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East Midlands (England)","Male","Unknown","60","60","[c]","[c]"
"Leaver Dept.","2021","East of England","Female","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East of England","Female","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East of England","Female","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East of England","Female","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East of England","Female","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East of England","Female","Grants Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East of England","Female","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East of England","Female","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East of England","Female","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East of England","Female","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East of England","Female","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East of England","Female","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East of England","Female","Unknown","60","50","[c]","[c]"
"Leaver Dept.","2021","East of England","Male","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East of England","Male","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East of England","Male","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East of England","Male","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East of England","Male","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East of England","Male","Grants Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East of England","Male","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East of England","Male","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East of England","Male","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East of England","Male","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East of England","Male","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East of England","Male","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East of England","Male","Unknown","40","30","[c]","[c]"
"Leaver Dept.","2021","London","Female","Analysis","100","100","42420","35650"
"Leaver Dept.","2021","London","Female","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Female","Communications","100","100","41850","38540"
"Leaver Dept.","2021","London","Female","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Female","Debt","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Female","Digital, Data & Technology","60","60","48540","44650"
"Leaver Dept.","2021","London","Female","Finance","50","50","[c]","[c]"
"Leaver Dept.","2021","London","Female","Human Resources","140","140","42220","34560"
"Leaver Dept.","2021","London","Female","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Female","Legal","90","80","45920","50000"
"Leaver Dept.","2021","London","Female","No function","1160","1130","43700","38750"
"Leaver Dept.","2021","London","Female","Project Delivery","80","80","50140","52070"
"Leaver Dept.","2021","London","Female","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Female","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Female","Unknown","1090","890","43770","38980"
"Leaver Dept.","2021","London","Male","Analysis","100","100","42030","37570"
"Leaver Dept.","2021","London","Male","Commercial","30","30","[c]","[c]"
"Leaver Dept.","2021","London","Male","Communications","70","70","44510","39800"
"Leaver Dept.","2021","London","Male","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Male","Debt","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Male","Digital, Data & Technology","70","70","51350","51600"
"Leaver Dept.","2021","London","Male","Finance","50","50","50300","45200"
"Leaver Dept.","2021","London","Male","Human Resources","70","70","44550","38540"
"Leaver Dept.","2021","London","Male","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Male","Legal","60","50","47810","50250"
"Leaver Dept.","2021","London","Male","No function","940","920","44170","38820"
"Leaver Dept.","2021","London","Male","Project Delivery","80","80","46900","45200"
"Leaver Dept.","2021","London","Male","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Male","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Male","Unknown","890","720","42770","37320"
"Leaver Dept.","2021","London","Unknown","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Unknown","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North East (England)","Female","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North East (England)","Female","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North East (England)","Female","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North East (England)","Female","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North East (England)","Female","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North East (England)","Female","Grants Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North East (England)","Female","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North East (England)","Female","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North East (England)","Female","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North East (England)","Female","No function","30","30","[c]","[c]"
"Leaver Dept.","2021","North East (England)","Female","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North East (England)","Female","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North East (England)","Female","Unknown","290","270","26230","25000"
"Leaver Dept.","2021","North East (England)","Male","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North East (England)","Male","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North East (England)","Male","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North East (England)","Male","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North East (England)","Male","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North East (England)","Male","Grants Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North East (England)","Male","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North East (England)","Male","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North East (England)","Male","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North East (England)","Male","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North East (England)","Male","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North East (England)","Male","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North East (England)","Male","Unknown","180","170","27660","27570"
"Leaver Dept.","2021","North West (England)","Female","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Female","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Female","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Female","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Female","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Female","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Female","Grants Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Female","Human Resources","30","30","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Female","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Female","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Female","No function","90","80","24890","21110"
"Leaver Dept.","2021","North West (England)","Female","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Female","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Female","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Female","Unknown","420","390","28360","27370"
"Leaver Dept.","2021","North West (England)","Male","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Male","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Male","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Male","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Male","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Male","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Male","Grants Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Male","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Male","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Male","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Male","No function","50","50","26830","21410"
"Leaver Dept.","2021","North West (England)","Male","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Male","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Male","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Male","Unknown","390","380","28480","27570"
"Leaver Dept.","2021","Northern Ireland","Female","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northern Ireland","Female","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northern Ireland","Female","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northern Ireland","Female","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northern Ireland","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northern Ireland","Male","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northern Ireland","Male","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northern Ireland","Male","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northern Ireland","Male","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northern Ireland","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Overseas","Female","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Overseas","Female","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Overseas","Female","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Overseas","Female","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Overseas","Female","Unknown","30","[c]","[c]","[c]"
"Leaver Dept.","2021","Overseas","Male","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Overseas","Male","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Overseas","Male","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Overseas","Male","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Overseas","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland","Female","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland","Female","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland","Female","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland","Female","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland","Female","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland","Female","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland","Female","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland","Female","No function","50","50","28110","23450"
"Leaver Dept.","2021","Scotland","Female","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland","Female","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland","Female","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland","Female","Unknown","250","230","28260","27570"
"Leaver Dept.","2021","Scotland","Male","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland","Male","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland","Male","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland","Male","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland","Male","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland","Male","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland","Male","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland","Male","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland","Male","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland","Male","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland","Male","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland","Male","Unknown","190","190","27730","27570"
"Leaver Dept.","2021","South East (England)","Female","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Female","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Female","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Female","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Female","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Female","Grants Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Female","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Female","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Female","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Female","No function","110","100","28830","26700"
"Leaver Dept.","2021","South East (England)","Female","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Female","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Female","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Female","Unknown","70","70","28330","27570"
"Leaver Dept.","2021","South East (England)","Male","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Male","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Male","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Male","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Male","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Male","Grants Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Male","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Male","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Male","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Male","No function","100","90","28350","24430"
"Leaver Dept.","2021","South East (England)","Male","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Male","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Male","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Male","Unknown","50","50","[c]","[c]"
"Leaver Dept.","2021","South West (England)","Female","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South West (England)","Female","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South West (England)","Female","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South West (England)","Female","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South West (England)","Female","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South West (England)","Female","Grants Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South West (England)","Female","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South West (England)","Female","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South West (England)","Female","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South West (England)","Female","No function","70","70","33600","30110"
"Leaver Dept.","2021","South West (England)","Female","Project Delivery","100","100","35710","31950"
"Leaver Dept.","2021","South West (England)","Female","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South West (England)","Female","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South West (England)","Female","Unknown","140","130","29830","27570"
"Leaver Dept.","2021","South West (England)","Male","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South West (England)","Male","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South West (England)","Male","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South West (England)","Male","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South West (England)","Male","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South West (England)","Male","Grants Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South West (England)","Male","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South West (England)","Male","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South West (England)","Male","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South West (England)","Male","No function","60","60","[c]","[c]"
"Leaver Dept.","2021","South West (England)","Male","Project Delivery","130","130","35070","32460"
"Leaver Dept.","2021","South West (England)","Male","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South West (England)","Male","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South West (England)","Male","Unknown","140","140","33270","27570"
"Leaver Dept.","2021","Unknown","Female","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Female","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Female","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Female","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Female","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Female","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Female","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Female","No function","330","330","34020","32000"
"Leaver Dept.","2021","Unknown","Female","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Female","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Female","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Male","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Male","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Male","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Male","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Male","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Male","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Male","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Male","No function","270","270","35260","32000"
"Leaver Dept.","2021","Unknown","Male","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Male","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Male","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Wales","Female","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Wales","Female","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Wales","Female","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Wales","Female","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Wales","Female","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Wales","Female","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Wales","Female","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Wales","Female","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Wales","Female","No function","100","90","25910","21590"
"Leaver Dept.","2021","Wales","Female","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Wales","Female","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Wales","Female","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Wales","Female","Unknown","150","140","28940","27570"
"Leaver Dept.","2021","Wales","Male","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Wales","Male","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Wales","Male","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Wales","Male","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Wales","Male","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Wales","Male","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Wales","Male","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Wales","Male","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Wales","Male","No function","80","70","28910","21590"
"Leaver Dept.","2021","Wales","Male","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Wales","Male","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Wales","Male","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Wales","Male","Unknown","100","100","[c]","[c]"
"Leaver Dept.","2021","Wales","Unknown","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Midlands (England)","Female","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Midlands (England)","Female","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Midlands (England)","Female","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Midlands (England)","Female","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Midlands (England)","Female","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Midlands (England)","Female","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Midlands (England)","Female","Grants Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Midlands (England)","Female","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Midlands (England)","Female","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Midlands (England)","Female","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Midlands (England)","Female","No function","120","120","24120","20650"
"Leaver Dept.","2021","West Midlands (England)","Female","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Midlands (England)","Female","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Midlands (England)","Female","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Midlands (England)","Female","Unknown","150","140","28340","27570"
"Leaver Dept.","2021","West Midlands (England)","Male","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Midlands (England)","Male","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Midlands (England)","Male","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Midlands (England)","Male","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Midlands (England)","Male","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Midlands (England)","Male","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Midlands (England)","Male","Grants Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Midlands (England)","Male","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Midlands (England)","Male","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Midlands (England)","Male","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Midlands (England)","Male","No function","90","90","24090","21250"
"Leaver Dept.","2021","West Midlands (England)","Male","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Midlands (England)","Male","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Midlands (England)","Male","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Midlands (England)","Male","Unknown","90","90","28210","27570"
"Leaver Dept.","2021","Yorkshire and The Humber","Female","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Yorkshire and The Humber","Female","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Yorkshire and The Humber","Female","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Yorkshire and The Humber","Female","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Yorkshire and The Humber","Female","Finance","[c]","[c]","[c]","[c]"
