"Status","Year","Region_ITL2","Profession_of_post","Organisation","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","Eastern Scotland","Commercial","Met Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Eastern Scotland","Commercial","Registers of Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Eastern Scotland","Commercial","Scottish Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Eastern Scotland","Commercial","Scottish Prison Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Eastern Scotland","Commercial","Submarine Delivery Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Eastern Scotland","Communications","Registers of Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Eastern Scotland","Communications","Scottish Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Eastern Scotland","Counter Fraud","Insolvency Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Eastern Scotland","Digital, Data and Technology","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Eastern Scotland","Digital, Data and Technology","Crown Office and Procurator Fiscal Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Eastern Scotland","Digital, Data and Technology","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Eastern Scotland","Digital, Data and Technology","Insolvency Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Eastern Scotland","Digital, Data and Technology","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Eastern Scotland","Digital, Data and Technology","Scottish Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Eastern Scotland","Digital, Data and Technology","Scottish Prison Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Eastern Scotland","Economics","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Eastern Scotland","Finance","Crown Office and Procurator Fiscal Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Eastern Scotland","Finance","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Eastern Scotland","Finance","Registers of Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Eastern Scotland","Finance","Scottish Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Eastern Scotland","Finance","Scottish Prison Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Eastern Scotland","Human Resources","Crown Office and Procurator Fiscal Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Eastern Scotland","Human Resources","Registers of Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Eastern Scotland","Human Resources","Scottish Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Eastern Scotland","Human Resources","Scottish Prison Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Eastern Scotland","International Trade","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Eastern Scotland","Knowledge and Information Management","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Eastern Scotland","Legal","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Eastern Scotland","Legal","Crown Office and Procurator Fiscal Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Eastern Scotland","Legal","Registers of Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Eastern Scotland","Legal","Scottish Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Eastern Scotland","Medicine","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Eastern Scotland","Operational Delivery","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Eastern Scotland","Operational Delivery","Companies House","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Eastern Scotland","Operational Delivery","Crown Office and Procurator Fiscal Service","40","40","[c]","[c]"
"New entrant CS","2021","Eastern Scotland","Operational Delivery","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Eastern Scotland","Operational Delivery","Health and Safety Executive","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Eastern Scotland","Operational Delivery","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Eastern Scotland","Operational Delivery","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Eastern Scotland","Operational Delivery","Home Office (incl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Eastern Scotland","Operational Delivery","Insolvency Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Eastern Scotland","Operational Delivery","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Eastern Scotland","Operational Delivery","Registers of Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Eastern Scotland","Operational Delivery","Scotland Office (incl. Office of the Advocate General for Scotland)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Eastern Scotland","Operational Delivery","Scottish Courts and Tribunals Service","70","60","22150","20850"
"New entrant CS","2021","Eastern Scotland","Operational Delivery","Scottish Prison Service","90","90","21390","20810"
"New entrant CS","2021","Eastern Scotland","Operational Delivery","Submarine Delivery Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Eastern Scotland","Operational Delivery","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Eastern Scotland","Other","Government Actuary's Department","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Eastern Scotland","Other","Home Office (incl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Eastern Scotland","Other","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Eastern Scotland","Other","Scottish Prison Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Eastern Scotland","Policy","Crown Office and Procurator Fiscal Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Eastern Scotland","Policy","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Eastern Scotland","Policy","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Eastern Scotland","Project Delivery","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Eastern Scotland","Project Delivery","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Eastern Scotland","Project Delivery","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Eastern Scotland","Project Delivery","Home Office (incl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Eastern Scotland","Project Delivery","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Eastern Scotland","Project Delivery","Submarine Delivery Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Eastern Scotland","Property","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Eastern Scotland","Property","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Eastern Scotland","Property","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Eastern Scotland","Property","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Eastern Scotland","Property","Valuation Office Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Eastern Scotland","Psychology","Scottish Prison Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Eastern Scotland","Science and Engineering","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Eastern Scotland","Science and Engineering","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Eastern Scotland","Science and Engineering","Submarine Delivery Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Eastern Scotland","Security","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Eastern Scotland","Security","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Eastern Scotland","Statistics","Registers of Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Eastern Scotland","Statistics","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Eastern Scotland","Tax","HM Revenue and Customs (excl. agencies)","350","340","20930","20140"
"New entrant CS","2021","Eastern Scotland","Unknown","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Eastern Scotland","Unknown","Department for Work and Pensions (excl. agencies)","430","420","24200","21010"
"New entrant CS","2021","Eastern Scotland","Unknown","Education Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Eastern Scotland","Unknown","Food Standards Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Eastern Scotland","Unknown","Forestry and Land Scotland","40","40","[c]","[c]"
"New entrant CS","2021","Eastern Scotland","Unknown","HM Revenue and Customs (excl. agencies)","40","40","[c]","[c]"
"New entrant CS","2021","Eastern Scotland","Unknown","National Records of Scotland","40","40","[c]","[c]"
"New entrant CS","2021","Eastern Scotland","Unknown","Office of the Scottish Charity Regulator","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Eastern Scotland","Unknown","Revenue Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Eastern Scotland","Unknown","Scotland Office (incl. Office of the Advocate General for Scotland)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Eastern Scotland","Unknown","Scottish Forestry","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Eastern Scotland","Unknown","Scottish Government (excl. agencies)","600","580","37950","30650"
"New entrant CS","2021","Eastern Scotland","Unknown","Social Security Scotland","60","50","28420","26160"
"New entrant CS","2021","Eastern Scotland","Unknown","Student Awards Agency for Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Eastern Scotland","Unknown","Transport Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Essex","Commercial","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Essex","Digital, Data and Technology","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Essex","Digital, Data and Technology","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Essex","Finance","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Essex","Finance","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Essex","Human Resources","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Essex","Legal","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Essex","Legal","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Essex","Medicine","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Essex","Medicine","Public Health England","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Essex","Operational Delivery","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Essex","Operational Delivery","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Essex","Operational Delivery","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Essex","Operational Delivery","Health and Safety Executive","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Essex","Operational Delivery","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Essex","Operational Delivery","HM Prison and Probation Service","120","110","23110","22920"
"New entrant CS","2021","Essex","Operational Delivery","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Essex","Operational Delivery","Home Office (incl. agencies)","50","50","22610","21430"
"New entrant CS","2021","Essex","Operational Delivery","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Essex","Operational Delivery","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Essex","Operational Delivery","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Essex","Operational Delivery","Public Health England","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Essex","Operational Delivery","Rural Payments Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Essex","Other","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Essex","Other","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Essex","Project Delivery","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Essex","Project Delivery","Home Office (incl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Essex","Project Delivery","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Essex","Property","Valuation Office Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Essex","Psychology","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Essex","Science and Engineering","Public Health England","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Essex","Security","Home Office (incl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Essex","Security","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Essex","Statistics","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Essex","Unknown","Department for Work and Pensions (excl. agencies)","410","400","28060","29290"
"New entrant CS","2021","Essex","Unknown","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Commercial","Defence Equipment and Support","40","40","[c]","[c]"
"New entrant CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Commercial","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Commercial","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Commercial","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Commercial","Education and Skills Funding Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Commercial","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Commercial","Ministry of Defence (excl. agencies)","40","40","[c]","[c]"
"New entrant CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Commercial","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Commercial","Public Health England","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Commercial","Submarine Delivery Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Communications","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Communications","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Communications","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Communications","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Communications","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Communications","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Communications","Ministry of Housing, Communities and Local Government (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Communications","Planning Inspectorate","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Communications","Public Health England","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Counter Fraud","Insolvency Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Digital, Data and Technology","Defence Equipment and Support","50","50","42040","46500"
"New entrant CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Digital, Data and Technology","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Digital, Data and Technology","Department for Environment, Food and Rural Affairs (excl. agencies)","40","40","[c]","[c]"
"New entrant CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Digital, Data and Technology","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Digital, Data and Technology","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Digital, Data and Technology","Education and Skills Funding Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Digital, Data and Technology","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Digital, Data and Technology","HM Revenue and Customs (excl. agencies)","30","30","[c]","[c]"
"New entrant CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Digital, Data and Technology","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Digital, Data and Technology","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Digital, Data and Technology","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Digital, Data and Technology","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Digital, Data and Technology","Planning Inspectorate","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Digital, Data and Technology","Submarine Delivery Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Economics","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Economics","Office of Rail and Road","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Finance","Defence Equipment and Support","60","60","26370","24000"
"New entrant CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Finance","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Finance","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Finance","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Finance","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Finance","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Finance","Ministry of Housing, Communities and Local Government (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Finance","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Finance","Planning Inspectorate","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Finance","Public Health England","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Finance","Submarine Delivery Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Finance","UK Space Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Finance","Vehicle Certification Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Human Resources","Defence Equipment and Support","30","30","[c]","[c]"
"New entrant CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Human Resources","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Human Resources","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Human Resources","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Human Resources","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Human Resources","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Human Resources","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Human Resources","Planning Inspectorate","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Human Resources","Public Health England","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Human Resources","Submarine Delivery Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Human Resources","Vehicle Certification Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Inspector of Education and Training","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Intelligence Analysis","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Internal Audit","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Internal Audit","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","International Trade","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Knowledge and Information Management","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Knowledge and Information Management","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Knowledge and Information Management","Planning Inspectorate","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Knowledge and Information Management","Public Health England","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Knowledge and Information Management","Submarine Delivery Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Legal","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Legal","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Legal","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Legal","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Legal","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Legal","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Legal","Office of Rail and Road","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Medicine","Ministry of Defence (excl. agencies)","40","40","[c]","[c]"
"New entrant CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Medicine","Public Health England","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Operational Delivery","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Operational Delivery","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Operational Delivery","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Operational Delivery","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Operational Delivery","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Operational Delivery","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Operational Delivery","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Operational Delivery","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Operational Delivery","Education and Skills Funding Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Operational Delivery","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Operational Delivery","Health and Safety Executive","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Operational Delivery","HM Courts and Tribunals Service","60","50","18790","18880"
"New entrant CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Operational Delivery","HM Land Registry","30","30","[c]","[c]"
"New entrant CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Operational Delivery","HM Prison and Probation Service","180","180","22180","22280"
"New entrant CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Operational Delivery","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Operational Delivery","Home Office (incl. agencies)","[c]","[c]","[c]","[c]"
