"Status","Year","Sex","Region_ITL2","Disability","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2021","Male","Essex","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Essex","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Essex","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Gloucestershire, Wiltshire and Bath/Bristol area","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Gloucestershire, Wiltshire and Bath/Bristol area","Declared non-disabled","230","220","35560","32620"
"Leaver Dept.","2021","Male","Gloucestershire, Wiltshire and Bath/Bristol area","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Gloucestershire, Wiltshire and Bath/Bristol area","Unknown","70","70","39280","36980"
"Leaver Dept.","2021","Male","Greater Manchester","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Greater Manchester","Declared non-disabled","140","130","28760","27570"
"Leaver Dept.","2021","Male","Greater Manchester","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Greater Manchester","Unknown","50","50","[c]","[c]"
"Leaver Dept.","2021","Male","Hampshire and Isle of Wight","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Hampshire and Isle of Wight","Declared non-disabled","40","40","[c]","[c]"
"Leaver Dept.","2021","Male","Hampshire and Isle of Wight","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Hampshire and Isle of Wight","Unknown","30","30","[c]","[c]"
"Leaver Dept.","2021","Male","Herefordshire, Worcestershire and Warwickshire","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Herefordshire, Worcestershire and Warwickshire","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Herefordshire, Worcestershire and Warwickshire","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Herefordshire, Worcestershire and Warwickshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Highlands and Islands","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Highlands and Islands","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Inner London - East","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Inner London - East","Declared non-disabled","150","150","45780","41580"
"Leaver Dept.","2021","Male","Inner London - East","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Inner London - East","Unknown","50","50","[c]","[c]"
"Leaver Dept.","2021","Male","Inner London - West","Declared disabled","160","150","42710","37280"
"Leaver Dept.","2021","Male","Inner London - West","Declared non-disabled","1080","1010","45640","40220"
"Leaver Dept.","2021","Male","Inner London - West","Undeclared","110","110","43500","40050"
"Leaver Dept.","2021","Male","Inner London - West","Unknown","640","550","43810","39010"
"Leaver Dept.","2021","Male","Kent","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Kent","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Kent","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Kent","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Lancashire","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Lancashire","Declared non-disabled","60","50","[c]","[c]"
"Leaver Dept.","2021","Male","Lancashire","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Lancashire","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Leicestershire, Rutland and Northamptonshire","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Leicestershire, Rutland and Northamptonshire","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Leicestershire, Rutland and Northamptonshire","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Leicestershire, Rutland and Northamptonshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Lincolnshire","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Lincolnshire","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Lincolnshire","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Merseyside","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Merseyside","Declared non-disabled","90","90","27650","24890"
"Leaver Dept.","2021","Male","Merseyside","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Merseyside","Unknown","40","30","[c]","[c]"
"Leaver Dept.","2021","Male","North Eastern Scotland","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","North Eastern Scotland","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","North Yorkshire","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","North Yorkshire","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","North Yorkshire","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","North Yorkshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Northern Ireland","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Northern Ireland","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Northern Ireland","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Northumberland and Tyne and Wear","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Northumberland and Tyne and Wear","Declared non-disabled","100","90","28690","25550"
"Leaver Dept.","2021","Male","Northumberland and Tyne and Wear","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Northumberland and Tyne and Wear","Unknown","50","50","[c]","[c]"
"Leaver Dept.","2021","Male","Outer London - East and North East","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Outer London - East and North East","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Outer London - East and North East","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Outer London - East and North East","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Outer London - South","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Outer London - South","Declared non-disabled","80","80","38160","33630"
"Leaver Dept.","2021","Male","Outer London - South","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Outer London - South","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Outer London - West and North West","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Outer London - West and North West","Declared non-disabled","30","30","[c]","[c]"
"Leaver Dept.","2021","Male","Outer London - West and North West","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Outer London - West and North West","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Overseas","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Overseas","Declared non-disabled","30","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Overseas","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Shropshire and Staffordshire","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Shropshire and Staffordshire","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Shropshire and Staffordshire","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Shropshire and Staffordshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","South Yorkshire","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","South Yorkshire","Declared non-disabled","40","40","[c]","[c]"
"Leaver Dept.","2021","Male","South Yorkshire","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","South Yorkshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Southern Scotland","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Southern Scotland","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Southern Scotland","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Southern Scotland","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Surrey, East and West Sussex","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Surrey, East and West Sussex","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Surrey, East and West Sussex","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Surrey, East and West Sussex","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Tees Valley and Durham","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Tees Valley and Durham","Declared non-disabled","40","40","[c]","[c]"
"Leaver Dept.","2021","Male","Tees Valley and Durham","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Tees Valley and Durham","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Unknown","Declared non-disabled","110","100","39850","32000"
"Leaver Dept.","2021","Male","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Unknown","Unknown","190","190","34740","32000"
"Leaver Dept.","2021","Male","West Central Scotland","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","West Central Scotland","Declared non-disabled","90","90","27760","27480"
"Leaver Dept.","2021","Male","West Central Scotland","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","West Central Scotland","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","West Midlands","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","West Midlands","Declared non-disabled","110","100","28940","24770"
"Leaver Dept.","2021","Male","West Midlands","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","West Midlands","Unknown","40","40","[c]","[c]"
"Leaver Dept.","2021","Male","West Wales and The Valleys","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","West Wales and The Valleys","Declared non-disabled","60","60","28360","26410"
"Leaver Dept.","2021","Male","West Wales and The Valleys","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","West Wales and The Valleys","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","West Yorkshire","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","West Yorkshire","Declared non-disabled","90","80","32830","30700"
"Leaver Dept.","2021","Male","West Yorkshire","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","West Yorkshire","Unknown","50","40","[c]","[c]"
"Leaver Dept.","2021","Unknown","East Wales","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Inner London - East","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Inner London - East","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Bedfordshire and Hertfordshire","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Bedfordshire and Hertfordshire","Declared non-disabled","30","30","[c]","[c]"
"Leaver Dept.","2022","Female","Bedfordshire and Hertfordshire","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Bedfordshire and Hertfordshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Berkshire, Buckinghamshire and Oxfordshire","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Berkshire, Buckinghamshire and Oxfordshire","Declared non-disabled","150","130","37740","33250"
"Leaver Dept.","2022","Female","Berkshire, Buckinghamshire and Oxfordshire","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Berkshire, Buckinghamshire and Oxfordshire","Unknown","100","80","44930","40560"
"Leaver Dept.","2022","Female","Cheshire","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Cheshire","Declared non-disabled","30","30","[c]","[c]"
"Leaver Dept.","2022","Female","Cheshire","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Cheshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Cornwall and Isles of Scilly","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Cornwall and Isles of Scilly","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Cornwall and Isles of Scilly","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Cornwall and Isles of Scilly","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Cumbria","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Cumbria","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Cumbria","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Derbyshire and Nottinghamshire","Declared disabled","30","30","[c]","[c]"
"Leaver Dept.","2022","Female","Derbyshire and Nottinghamshire","Declared non-disabled","210","200","33150","28590"
"Leaver Dept.","2022","Female","Derbyshire and Nottinghamshire","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Derbyshire and Nottinghamshire","Unknown","60","50","[c]","[c]"
"Leaver Dept.","2022","Female","Devon","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Devon","Declared non-disabled","70","70","34220","29370"
"Leaver Dept.","2022","Female","Devon","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Devon","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Dorset and Somerset","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Dorset and Somerset","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Dorset and Somerset","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Dorset and Somerset","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","East Anglia","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","East Anglia","Declared non-disabled","180","170","34700","30460"
"Leaver Dept.","2022","Female","East Anglia","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","East Anglia","Unknown","70","60","43460","37470"
"Leaver Dept.","2022","Female","East Wales","Declared disabled","40","30","[c]","[c]"
"Leaver Dept.","2022","Female","East Wales","Declared non-disabled","190","180","33100","27570"
"Leaver Dept.","2022","Female","East Wales","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","East Wales","Unknown","70","70","32650","29540"
"Leaver Dept.","2022","Female","East Yorkshire and Northern Lincolnshire","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","East Yorkshire and Northern Lincolnshire","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","East Yorkshire and Northern Lincolnshire","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","East Yorkshire and Northern Lincolnshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Eastern Scotland","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Eastern Scotland","Declared non-disabled","190","170","28770","27570"
"Leaver Dept.","2022","Female","Eastern Scotland","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Eastern Scotland","Unknown","70","60","[c]","[c]"
"Leaver Dept.","2022","Female","Essex","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Essex","Declared non-disabled","50","50","[c]","[c]"
"Leaver Dept.","2022","Female","Essex","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Essex","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Gloucestershire, Wiltshire and Bath/Bristol area","Declared disabled","80","70","34080","32060"
"Leaver Dept.","2022","Female","Gloucestershire, Wiltshire and Bath/Bristol area","Declared non-disabled","790","740","33820","29270"
"Leaver Dept.","2022","Female","Gloucestershire, Wiltshire and Bath/Bristol area","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Gloucestershire, Wiltshire and Bath/Bristol area","Unknown","220","200","40940","37490"
"Leaver Dept.","2022","Female","Greater Manchester","Declared disabled","50","40","[c]","[c]"
"Leaver Dept.","2022","Female","Greater Manchester","Declared non-disabled","370","350","32440","27570"
"Leaver Dept.","2022","Female","Greater Manchester","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Greater Manchester","Unknown","140","130","30470","28240"
"Leaver Dept.","2022","Female","Hampshire and Isle of Wight","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Hampshire and Isle of Wight","Declared non-disabled","90","90","36450","29540"
"Leaver Dept.","2022","Female","Hampshire and Isle of Wight","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Hampshire and Isle of Wight","Unknown","[c]","[c]","[c]","[c]"
